"Time","N","ProducerProportion","MeanProducerProportion","GenomeLength","PopulationStructure","FitnessDistribution","MigrationRate","MutationRateSocial","MutationRateTolerance","MutationRateAdaptation","ProductionCost","MinCarryingCapacity","MaxCarryingCapacity","MixingFreq","EnvChangeFreq","Replicate","Treatment","Degree"
2940,625,0.000113983586363564,0.00011153987635136,8,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,3,"Lattice",NA
2950,625,2.79992720189275e-05,2.84586621537996e-05,8,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,3,"Lattice",NA
2960,625,1.99994400156796e-05,1.96265929567879e-05,8,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,3,"Lattice",NA
2970,625,8e-06,7.65698495478092e-06,8,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,3,"Lattice",NA
2980,625,0.000335846182448439,0.000315835417937561,8,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,3,"Lattice",NA
2990,625,0.000599478453745242,0.000551186177837831,8,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,3,"Lattice",NA
0,19,0.714285714285714,0.525345125107852,8,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,4,"Lattice",NA
10,372,0.682098129962671,0.479593517351747,8,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,4,"Lattice",NA
20,618,0.694960532906517,0.513933623335409,8,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,4,"Lattice",NA
30,625,0.707283196177094,0.537912644676285,8,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,4,"Lattice",NA
40,625,0.747677563311574,0.589274666112829,8,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,4,"Lattice",NA
50,625,0.762514708459555,0.611802701459593,8,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,4,"Lattice",NA
60,625,0.758054216307116,0.609876617921257,8,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,4,"Lattice",NA
70,625,0.767080165924869,0.622536161554115,8,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,4,"Lattice",NA
80,625,0.781788252503038,0.645143553223588,8,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,4,"Lattice",NA
90,625,0.794072046416256,0.661540347882217,8,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,4,"Lattice",NA
100,625,0.794113492159705,0.664047668643909,8,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,4,"Lattice",NA
110,625,0.794631404229286,0.663953404893039,8,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,4,"Lattice",NA
120,625,0.808456811360374,0.685025808249053,8,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,4,"Lattice",NA
130,625,0.83464925818763,0.72523856341668,8,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,4,"Lattice",NA
140,625,0.862045420975918,0.77447255210525,8,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,4,"Lattice",NA
150,625,0.888799207048933,0.823722117909647,8,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,4,"Lattice",NA
160,625,0.911867995639254,0.862309689577215,8,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,4,"Lattice",NA
170,625,0.928097514094236,0.890012446449745,8,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,4,"Lattice",NA
180,625,0.938859770465035,0.911168438592678,8,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,4,"Lattice",NA
190,625,0.944459949058935,0.921337230183917,8,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,4,"Lattice",NA
200,625,0.952708841986781,0.93927845268049,8,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,4,"Lattice",NA
210,625,0.966197153047106,0.959764493561899,8,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,4,"Lattice",NA
220,625,0.977029565036244,0.973261001640962,8,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,4,"Lattice",NA
230,625,0.984060446812454,0.981951865601921,8,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,4,"Lattice",NA
240,625,0.990060620707712,0.98922538358094,8,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,4,"Lattice",NA
250,625,0.994016877081322,0.993743976838817,8,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,4,"Lattice",NA
260,625,0.995360548453463,0.995065549453917,8,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,4,"Lattice",NA
270,625,0.995072844068354,0.994779922082503,8,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,4,"Lattice",NA
280,625,0.995717116293248,0.995431679215593,8,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,4,"Lattice",NA
290,625,0.996297421988839,0.996092252909406,8,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,4,"Lattice",NA
300,625,0.996480462920566,0.996261433228698,8,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,4,"Lattice",NA
310,625,0.996855300538038,0.99670167988095,8,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,4,"Lattice",NA
320,625,0.997487789535261,0.997329246773549,8,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,4,"Lattice",NA
330,625,0.99820197038417,0.99813715231363,8,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,4,"Lattice",NA
340,625,0.998238797865413,0.998188436494202,8,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,4,"Lattice",NA
350,625,0.998791080253857,0.998763145182661,8,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,4,"Lattice",NA
360,625,0.998231681728339,0.998185563294286,8,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,4,"Lattice",NA
370,625,0.998141043610588,0.99807680319292,8,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,4,"Lattice",NA
380,625,0.997203048276669,0.997105964768073,8,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,4,"Lattice",NA
390,625,0.99600930627211,0.995824450188205,8,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,4,"Lattice",NA
400,625,0.996210799821968,0.996012173046437,8,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,4,"Lattice",NA
410,625,0.995643739741127,0.995337899087239,8,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,4,"Lattice",NA
420,625,0.995287662791472,0.995072215374972,8,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,4,"Lattice",NA
430,625,0.995232921646917,0.994989175305127,8,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,4,"Lattice",NA
440,625,0.995057319524752,0.994843176848377,8,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,4,"Lattice",NA
450,625,0.995320477484612,0.995031106183143,8,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,4,"Lattice",NA
460,625,0.995223861434206,0.994987788454532,8,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,4,"Lattice",NA
470,625,0.996010311907944,0.995873548893275,8,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,4,"Lattice",NA
480,625,0.995969675921841,0.995787302483803,8,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,4,"Lattice",NA
490,625,0.996336670267444,0.996174716105947,8,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,4,"Lattice",NA
500,625,0.996599599424634,0.996493994407704,8,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,4,"Lattice",NA
510,625,0.998013371292895,0.99793898827271,8,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,4,"Lattice",NA
520,625,0.998995343356418,0.998946473931396,8,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,4,"Lattice",NA
530,625,0.998719791195462,0.998624856695501,8,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,4,"Lattice",NA
540,625,0.998260482355749,0.998201316248262,8,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,4,"Lattice",NA
550,625,0.997961331791048,0.997855411739288,8,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,4,"Lattice",NA
560,625,0.997920536623307,0.997844827838583,8,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,4,"Lattice",NA
570,625,0.996923683628354,0.99671809354902,8,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,4,"Lattice",NA
580,625,0.995546266357502,0.995206021549097,8,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,4,"Lattice",NA
590,625,0.994584081196238,0.994303496337553,8,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,4,"Lattice",NA
600,625,0.994446348823562,0.994215249703173,8,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,4,"Lattice",NA
610,625,0.994210765086337,0.993958979930578,8,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,4,"Lattice",NA
620,625,0.994558267636262,0.994324574608463,8,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,4,"Lattice",NA
630,625,0.992694235679617,0.992253866590229,8,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,4,"Lattice",NA
640,625,0.990135156566352,0.98945790718891,8,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,4,"Lattice",NA
650,625,0.987920788885932,0.98701715364974,8,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,4,"Lattice",NA
660,625,0.985121855091941,0.984217184670785,8,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,4,"Lattice",NA
670,625,0.982185385607015,0.980796403722227,8,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,4,"Lattice",NA
680,625,0.979134828281485,0.977453939951457,8,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,4,"Lattice",NA
690,625,0.978185335391137,0.976364077422595,8,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,4,"Lattice",NA
700,625,0.973150385193965,0.970786085813802,8,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,4,"Lattice",NA
710,625,0.969966317441594,0.967244067878585,8,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,4,"Lattice",NA
720,625,0.965254657012226,0.961417841793053,8,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,4,"Lattice",NA
730,625,0.963384797720125,0.959626758265531,8,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,4,"Lattice",NA
740,625,0.957678670902585,0.953422708770927,8,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,4,"Lattice",NA
750,625,0.951359685199499,0.945956300283097,8,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,4,"Lattice",NA
760,625,0.943402186898065,0.936567625722732,8,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,4,"Lattice",NA
770,625,0.936825407167756,0.928441731457918,8,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,4,"Lattice",NA
780,625,0.931366517414854,0.923057923594594,8,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,4,"Lattice",NA
790,625,0.924746748727213,0.91515393345706,8,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,4,"Lattice",NA
800,625,0.914591925616649,0.903331784693416,8,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,4,"Lattice",NA
810,625,0.908765183135581,0.896147952351835,8,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,4,"Lattice",NA
820,625,0.898089292340677,0.884453777246109,8,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,4,"Lattice",NA
830,625,0.887711022044435,0.871710990760139,8,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,4,"Lattice",NA
840,625,0.879648570587938,0.863609468723199,8,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,4,"Lattice",NA
850,625,0.868918583357975,0.851910058095517,8,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,4,"Lattice",NA
860,625,0.854838895767048,0.835064921862671,8,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,4,"Lattice",NA
870,625,0.840844904947297,0.818745282447534,8,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,4,"Lattice",NA
880,625,0.829285084247427,0.805553124753532,8,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,4,"Lattice",NA
890,625,0.812370074295705,0.784690434546036,8,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,4,"Lattice",NA
900,625,0.799974791800662,0.771021803411983,8,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,4,"Lattice",NA
910,625,0.783334256631077,0.751304838969478,8,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,4,"Lattice",NA
920,625,0.771368581645539,0.737376843434819,8,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,4,"Lattice",NA
930,625,0.747386655053951,0.708986425287615,8,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,4,"Lattice",NA
940,625,0.729903319121526,0.688980328502983,8,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,4,"Lattice",NA
950,625,0.712669649478174,0.670813976648826,8,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,4,"Lattice",NA
960,625,0.690286253914954,0.64772319936126,8,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,4,"Lattice",NA
970,625,0.668673823153741,0.624133092829797,8,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,4,"Lattice",NA
980,625,0.64844594566173,0.599352185189596,8,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,4,"Lattice",NA
990,625,0.617661954226111,0.568925176209126,8,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,4,"Lattice",NA
1000,625,0.594704485395468,0.545945867784133,8,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,4,"Lattice",NA
1010,625,0.571545991934889,0.52315650671899,8,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,4,"Lattice",NA
1020,625,0.54944889591092,0.501140638993712,8,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,4,"Lattice",NA
1030,625,0.522498550290877,0.47223502288009,8,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,4,"Lattice",NA
1040,625,0.502982678275398,0.454264037944157,8,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,4,"Lattice",NA
1050,625,0.476111339394043,0.429551833000816,8,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,4,"Lattice",NA
1060,625,0.457003788506794,0.408981530308299,8,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,4,"Lattice",NA
1070,625,0.433680822231529,0.385391416259724,8,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,4,"Lattice",NA
1080,625,0.406146596003624,0.359371315654513,8,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,4,"Lattice",NA
1090,625,0.375357015649325,0.330596519005534,8,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,4,"Lattice",NA
1100,625,0.353361856111878,0.311578931386411,8,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,4,"Lattice",NA
1110,625,0.33297391121397,0.295284157728349,8,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,4,"Lattice",NA
1120,625,0.306338827589338,0.27131523505033,8,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,4,"Lattice",NA
1130,625,0.290059928546733,0.256996141286922,8,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,4,"Lattice",NA
1140,625,0.2600316860353,0.230661560606985,8,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,4,"Lattice",NA
1150,625,0.239070851865664,0.211643580727046,8,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,4,"Lattice",NA
1160,625,0.225064429920072,0.199934300396054,8,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,4,"Lattice",NA
1170,625,0.19980656907819,0.176578837314826,8,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,4,"Lattice",NA
1180,625,0.190391861821845,0.168819416960793,8,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,4,"Lattice",NA
1190,625,0.177001897779016,0.156050128926575,8,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,4,"Lattice",NA
1200,625,0.162068108376833,0.14230205530707,8,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,4,"Lattice",NA
1210,625,0.152543218748752,0.133913684005186,8,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,4,"Lattice",NA
1220,625,0.147546879443301,0.129831457474474,8,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,4,"Lattice",NA
1230,625,0.133712698665997,0.118077891250512,8,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,4,"Lattice",NA
1240,625,0.121722804586397,0.108655799982581,8,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,4,"Lattice",NA
1250,625,0.108026200873362,0.0965665546148047,8,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,4,"Lattice",NA
1260,625,0.10552483962431,0.0949924940435338,8,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,4,"Lattice",NA
1270,625,0.0977193398144775,0.0870661999776246,8,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,4,"Lattice",NA
1280,625,0.0976871576384662,0.0865818591237107,8,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,4,"Lattice",NA
1290,625,0.0922961431796309,0.0822683145443302,8,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,4,"Lattice",NA
1300,625,0.0899464749086604,0.0787494357883831,8,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,4,"Lattice",NA
1310,625,0.090644080656822,0.078318284820944,8,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,4,"Lattice",NA
1320,625,0.0827101414010328,0.0725648284732298,8,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,4,"Lattice",NA
1330,625,0.0750730865158789,0.0660076871951104,8,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,4,"Lattice",NA
1340,625,0.0707179634337811,0.0622361067956066,8,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,4,"Lattice",NA
1350,625,0.0637095092867804,0.0563734017216726,8,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,4,"Lattice",NA
1360,625,0.0603420141078038,0.0521545960697729,8,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,4,"Lattice",NA
1370,625,0.0553384626586733,0.0473648306227481,8,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,4,"Lattice",NA
1380,625,0.0503597392736048,0.0426428838955883,8,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,4,"Lattice",NA
1390,625,0.0491023055622442,0.0417763478428402,8,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,4,"Lattice",NA
1400,625,0.0444042405822663,0.0378175192675408,8,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,4,"Lattice",NA
1410,625,0.042952974323776,0.036535978574463,8,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,4,"Lattice",NA
1420,625,0.0360402853738275,0.031431869189948,8,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,4,"Lattice",NA
1430,625,0.0374545551651655,0.032300488279221,8,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,4,"Lattice",NA
1440,625,0.0371325208643488,0.0310653837759638,8,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,4,"Lattice",NA
1450,625,0.0317056570690292,0.0269015477998108,8,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,4,"Lattice",NA
1460,625,0.0259397346403862,0.0222872611521106,8,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,4,"Lattice",NA
1470,625,0.0237335108478583,0.0206252397933041,8,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,4,"Lattice",NA
1480,625,0.0223337071815795,0.0188657874535688,8,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,4,"Lattice",NA
1490,625,0.0232362049604246,0.0195668568577996,8,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,4,"Lattice",NA
1500,625,0.0209349189458873,0.0173352443886356,8,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,4,"Lattice",NA
1510,625,0.0199270623055027,0.0165470637327402,8,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,4,"Lattice",NA
1520,625,0.0193825783400371,0.0157036927671453,8,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,4,"Lattice",NA
1530,625,0.021061870952641,0.0169175664743629,8,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,4,"Lattice",NA
1540,625,0.019903303944551,0.0162712017616849,8,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,4,"Lattice",NA
1550,625,0.0239084349534201,0.0190907305113334,8,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,4,"Lattice",NA
1560,625,0.021531525031056,0.0172485588702752,8,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,4,"Lattice",NA
1570,625,0.0179182542092324,0.0140339925045394,8,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,4,"Lattice",NA
1580,625,0.0161478664131051,0.0129167337286367,8,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,4,"Lattice",NA
1590,625,0.0169576275008481,0.013264105789635,8,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,4,"Lattice",NA
1600,625,0.0143706903158486,0.0118395975720963,8,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,4,"Lattice",NA
1610,625,0.0128555615518851,0.0104440208211003,8,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,4,"Lattice",NA
1620,625,0.0118851255613953,0.00981928063005018,8,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,4,"Lattice",NA
