"Time","N","ProducerProportion","MeanProducerProportion","GenomeLength","PopulationStructure","FitnessDistribution","MigrationRate","MutationRateSocial","MutationRateTolerance","MutationRateAdaptation","ProductionCost","MinCarryingCapacity","MaxCarryingCapacity","MixingFreq","EnvChangeFreq","Replicate","Struct"
210,625,9.59854102176469e-05,9.30986395038469e-05,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"3",TRUE
220,625,0.000215936082919456,0.000205971320746987,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"3",TRUE
230,625,0.000273890443822471,0.000240028795726546,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"3",TRUE
240,625,3.59990640243354e-05,3.56749135516044e-05,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"3",TRUE
250,625,8e-06,8.18936193187427e-06,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"3",TRUE
260,625,5.99944805077933e-05,5.50965929045598e-05,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"3",TRUE
270,625,0.000175955307351933,0.000158854112454221,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"3",TRUE
280,625,0.000125975560741216,0.000121093895967219,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"3",TRUE
290,625,8e-06,7.82750143530956e-06,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"3",TRUE
300,625,0.000147965376101992,0.00014467197398544,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"3",TRUE
310,625,0.000141973025125226,0.000136667809149548,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"3",TRUE
320,625,0.000163958682412032,0.000153755115747848,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"3",TRUE
330,625,0.000269901216154887,0.000258514526771236,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"3",TRUE
340,625,0.000301872609758682,0.000279527554506231,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"3",TRUE
350,625,0.000153971053441953,0.00012818069908565,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"3",TRUE
360,625,4.79973121505196e-05,4.76870641886663e-05,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"3",TRUE
370,625,6.79930647073998e-05,6.15958169231205e-05,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"3",TRUE
380,625,0.000101984906233877,9.94576891657316e-05,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"3",TRUE
390,625,6.79921129149019e-05,6.51776254541362e-05,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"3",TRUE
400,625,3.19990400287991e-05,3.21716429422296e-05,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"3",TRUE
410,625,2.59993760149756e-05,2.58746130197375e-05,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"3",TRUE
420,625,0.000101987761468624,9.70042544146848e-05,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"3",TRUE
430,625,1.59996160092158e-05,1.50112897599796e-05,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"3",TRUE
440,625,3.59990640243354e-05,3.67725591674216e-05,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"3",TRUE
450,625,0.00010998658163704,0.000106220507543234,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"3",TRUE
460,625,0.000475706964509862,0.000442940747389763,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"3",TRUE
470,625,0.000467661413136889,0.000430313289971122,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"3",TRUE
480,625,0.000413747613955487,0.000399575511979527,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"3",TRUE
490,625,0.000177952308781247,0.000174188038589943,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"3",TRUE
500,625,8e-06,8.00531533277337e-06,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"3",TRUE
510,625,1.99994800135196e-05,1.99021081074669e-05,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"3",TRUE
520,625,5.39969761693345e-05,5.25553860689241e-05,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"3",TRUE
530,625,0.000141967063641235,0.00014008467340384,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"3",TRUE
540,625,2e-06,1.89349112426036e-06,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"3",TRUE
550,625,2.59993760149756e-05,2.5801338795754e-05,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"3",TRUE
560,625,0.000123982146570894,0.000124222869643791,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"3",TRUE
570,625,0.000259907472939634,0.000238387008580245,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"3",TRUE
580,625,0.00018795601829172,0.00017936225028543,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"3",TRUE
590,625,0.000133975616437808,0.000123090554035832,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"3",TRUE
600,625,0.000117978291994273,0.000114293684139075,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"3",TRUE
610,625,0.000205938630288174,0.000191041067483523,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"3",TRUE
620,625,0.000209936599147058,0.00019677492710334,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"3",TRUE
630,625,0.000205947689286921,0.000203890153171592,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"3",TRUE
640,625,0.000257905090926539,0.000241859607632026,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"3",TRUE
650,625,0.000409763156895315,0.000364376339634906,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"3",TRUE
660,625,3.59981280973389e-05,3.63028928649163e-05,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"3",TRUE
670,625,0.000301867781911523,0.000278498447008179,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"3",TRUE
680,625,0.00014397005422872,0.000136050281660536,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"3",TRUE
690,625,0.00031786649607165,0.000297367159272368,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"3",TRUE
700,625,0.000429745590610359,0.000401858641096829,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"3",TRUE
710,625,0.000135973893012542,0.000133693666673614,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"3",TRUE
720,625,4e-06,4.10370402034753e-06,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"3",TRUE
730,625,5.99950804034069e-05,5.72035973005321e-05,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"3",TRUE
740,625,4.39974481480074e-05,4.42603948510275e-05,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"3",TRUE
750,625,7.39930446538025e-05,7.15290345581044e-05,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"3",TRUE
760,625,0.000159969285897108,0.000149992693669574,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"3",TRUE
770,625,0.000139968087276101,0.000138603623577865,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"3",TRUE
780,625,0.00018595760166682,0.000176642187110158,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"3",TRUE
790,625,0.000153962125317172,0.000145852342635317,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"3",TRUE
800,625,0.000561599018300933,0.000503201843525993,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"3",TRUE
810,625,0.00039975375168896,0.000383417531444105,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"3",TRUE
820,625,0.000299881846552458,0.000288538954872065,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"3",TRUE
830,625,0.000207953002621408,0.000198269673445301,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"3",TRUE
840,625,0.000441721715319349,0.000423599014574652,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"3",TRUE
850,625,0.00083298875165549,0.000778725935006113,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"3",TRUE
860,625,0.000461719274680994,0.000425870290994781,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"3",TRUE
870,625,2.79991600251992e-05,2.71374766192371e-05,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"3",TRUE
880,625,1.39996920067759e-05,1.36159444787328e-05,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"3",TRUE
890,625,8.19862263139792e-05,7.81672027954979e-05,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"3",TRUE
900,625,0.000101980623681501,9.22301691028885e-05,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"3",TRUE
910,625,1.59995840108157e-05,1.57749458762637e-05,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"3",TRUE
920,625,0.000125976568358285,0.00012018131158472,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"3",TRUE
930,625,1.59995840108157e-05,1.4577468079344e-05,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"3",TRUE
940,625,0.000119978643801403,0.000119726331859606,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"3",TRUE
950,625,6.19957842866685e-05,6.24182872371425e-05,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"3",TRUE
960,625,0.000297862983027807,0.000292086474923083,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"3",TRUE
970,625,9.39872177383876e-05,9.07092997419324e-05,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"3",TRUE
980,625,0.000215938241662884,0.000209180250662152,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"3",TRUE
990,625,6.19959082700542e-05,6.13099953499164e-05,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"3",TRUE
1000,625,3.59981280973389e-05,3.65751961439019e-05,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"3",TRUE
1010,625,5.9996400215987e-05,5.83320646968289e-05,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"3",TRUE
1020,625,1.6e-05,1.65069838109172e-05,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"3",TRUE
1030,625,2.59993760149756e-05,2.60588228259985e-05,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"3",TRUE
1040,625,4e-06,4.24969797444467e-06,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"3",TRUE
1050,625,7.19930886634883e-05,7.23419023598774e-05,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"3",TRUE
1060,625,0.000123978427753571,0.000118766589655634,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"3",TRUE
1070,625,6.39928328027261e-05,6.42831322220614e-05,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"3",TRUE
1080,625,5.79931568074967e-05,5.6798719859367e-05,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"3",TRUE
1090,625,4.59974241442479e-05,4.65889446552026e-05,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"3",TRUE
1100,625,9.59856021596761e-05,8.94717985105011e-05,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"3",TRUE
1110,625,0.000215932629019746,0.000204911059497097,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"3",TRUE
1120,625,0.000321845514153206,0.00030473510740398,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"3",TRUE
1130,625,0.000237913399522574,0.000228862485849035,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"3",TRUE
1140,625,0.000137972129629815,0.000125284326267662,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"3",TRUE
1150,625,0.000137968819046895,0.000131170697752575,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"3",TRUE
1160,625,0.000165956519391919,0.000160942228744396,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"3",TRUE
1170,625,0.000285901078226933,0.000259431252548763,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"3",TRUE
1180,625,0.000189944536195431,0.000181832639306964,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"3",TRUE
1190,625,1e-05,1.00417513212607e-05,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"3",TRUE
1200,625,2.4e-05,2.37565434383589e-05,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"3",TRUE
1210,625,0.000643399065273035,0.000569632141725798,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"3",TRUE
1220,625,0.000105982194991241,0.000105845972449636,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"3",TRUE
1230,625,0.000191945487481555,0.000187720513783966,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"3",TRUE
1240,625,0.000149970305879436,0.000150537280353148,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"3",TRUE
1250,625,8.99879416158235e-05,8.77605797391018e-05,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"3",TRUE
1260,625,0.000325860531692436,0.000267150847530624,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"3",TRUE
1270,625,0.000321836507054416,0.000307897754295547,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"3",TRUE
1280,625,9.99882013922357e-05,9.83395794021797e-05,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"3",TRUE
1290,625,0.000377807318267683,0.000331133042235036,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"3",TRUE
1300,625,0.000155955396756528,0.000147848517152032,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"3",TRUE
1310,625,1.4e-05,1.41290081152729e-05,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"3",TRUE
1320,625,4.1997396161438e-05,4.04242145698398e-05,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"3",TRUE
1330,625,1.79994600161995e-05,1.76904176904177e-05,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"3",TRUE
1340,625,8.59926046360013e-05,7.8497477345499e-05,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"3",TRUE
1350,625,0.000181958149625586,0.000179277283166472,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"3",TRUE
1360,625,0.000567543694869325,0.000522021491319948,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"3",TRUE
1370,625,7.59954402735836e-05,7.23517083262591e-05,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"3",TRUE
1380,625,4.79973121505196e-05,4.634535065275e-05,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"3",TRUE
1390,625,0.00022791202595798,0.000220556668563959,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"3",TRUE
1400,625,8.19931125785434e-05,7.8955897901059e-05,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"3",TRUE
1410,625,0.00015196778283004,0.000143389210781954,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"3",TRUE
1420,625,0.000107984234301792,0.000101495145500562,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"3",TRUE
1430,625,0.000363794819721677,0.000339541704079623,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"3",TRUE
1440,625,0.000193941429688234,0.000187644184074203,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"3",TRUE
1450,625,0.000167957338835936,0.000159485837265171,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"3",TRUE
1460,625,9.59861779903694e-05,9.39873881261293e-05,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"3",TRUE
1470,625,0.000217908042805936,0.000206798557017301,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"3",TRUE
1480,625,0.000237906740557701,0.000216438504728679,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"3",TRUE
1490,625,4.79975041297852e-05,4.53349158822888e-05,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"3",TRUE
1500,625,0.000173953032681176,0.000171162102698593,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"3",TRUE
1510,625,9.79854981462744e-05,9.85587042984375e-05,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"3",TRUE
1520,625,0.000123981898642798,0.000114889329218954,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"3",TRUE
1530,625,0.000251908305376843,0.00024207859187837,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"3",TRUE
1540,625,8.39895852914239e-05,8.49381006452068e-05,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"3",TRUE
1550,625,0.000309866137828458,0.000297517641150545,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"3",TRUE
1560,625,0.00056554756195044,0.000534231827084576,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"3",TRUE
1570,625,0.000273896467135423,0.000257853624525528,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"3",TRUE
1580,625,0.000689349254303937,0.000547240861933064,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"3",TRUE
1590,625,0.00033782703255933,0.000314280985076165,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"3",TRUE
1600,625,0.000267899805472753,0.000254081728794933,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"3",TRUE
1610,625,0.000257903028461299,0.000240532786025427,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"3",TRUE
1620,625,0.000447724201891635,0.000405681427479998,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"3",TRUE
1630,625,6.79923848528965e-05,6.46907851686781e-05,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"3",TRUE
1640,625,2.19994720126717e-05,2.16533439058964e-05,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"3",TRUE
1650,625,8.59889934088437e-05,8.51816921730854e-05,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"3",TRUE
1660,625,8.39823637036222e-05,7.89632084111531e-05,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"3",TRUE
1670,625,3.99978401166337e-05,4.05370289849678e-05,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"3",TRUE
1680,625,6e-06,5.63540236110305e-06,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"3",TRUE
1690,625,8.59896812382514e-05,8.59540170479319e-05,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"3",TRUE
1700,625,6.59940605345519e-05,6.2726606606015e-05,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"3",TRUE
1710,625,4.79973121505196e-05,4.57136570020699e-05,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"3",TRUE
1720,625,8.99913608293604e-05,8.94334596862829e-05,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"3",TRUE
1730,625,2.59992720203834e-05,2.64294986884064e-05,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"3",TRUE
1740,625,3.99976001439914e-05,3.83949404868547e-05,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"3",TRUE
1750,625,2.39992320245752e-05,2.41582071364698e-05,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"3",TRUE
1760,625,3.79987840389108e-05,3.58730220316165e-05,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"3",TRUE
1770,625,5.79947804697577e-05,5.55169939416949e-05,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"3",TRUE
1780,625,1.4e-05,1.41902453077436e-05,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"3",TRUE
1790,625,0.000101987557517983,0.000100551907785958,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"3",TRUE
1800,625,0.000179955011247188,0.000174882665971355,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"3",TRUE
1810,625,0.000465709397336062,0.000403821662359148,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"3",TRUE
1820,625,0.000383799656579266,0.00035810369004262,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"3",TRUE
1830,625,0.000269895280631115,0.000245280127281161,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"3",TRUE
1840,625,0.00053753342099058,0.000494729005999638,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"3",TRUE
1850,625,0.000191939347166295,0.000182037413315773,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"3",TRUE
1860,625,0.00019593573307955,0.000185558702136601,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"3",TRUE
1870,625,0.000163959010247438,0.000160279296406893,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"3",TRUE
1880,625,5.59950724336258e-05,5.69017265316666e-05,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"3",TRUE
1890,625,9.99860019597256e-05,9.76559270017489e-05,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"3",TRUE
