"Time","N","ProducerProportion","MeanProducerProportion","GenomeLength","PopulationStructure","FitnessDistribution","MigrationRate","MutationRateSocial","MutationRateTolerance","MutationRateAdaptation","ProductionCost","MinCarryingCapacity","MaxCarryingCapacity","MixingFreq","EnvChangeFreq","Replicate","Struct"
0,8,0.882352941176471,0.75,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"0",TRUE
10,241,0.886146590028488,0.781783506262081,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"0",TRUE
20,477,0.914345716366347,0.837445437279408,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"0",TRUE
30,615,0.925380614690942,0.862367863902716,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"0",TRUE
40,625,0.913887413724926,0.845404026093602,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"0",TRUE
50,625,0.900672432243162,0.823883819511061,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"0",TRUE
60,625,0.885545920349773,0.798802173805624,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"0",TRUE
70,625,0.867583207373818,0.769856539044044,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"0",TRUE
80,625,0.847531132485497,0.74151903522231,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"0",TRUE
90,625,0.824378725710304,0.707441765291352,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"0",TRUE
100,625,0.797117833269809,0.669167171271713,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"0",TRUE
110,625,0.758344592749245,0.623670066350772,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"0",TRUE
120,625,0.710937777142347,0.567790212623143,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"0",TRUE
130,625,0.655330214850534,0.509687965881118,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"0",TRUE
140,625,0.584319443329575,0.439613641229078,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"0",TRUE
150,625,0.513990420973027,0.373660898451172,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"0",TRUE
160,625,0.423615374495703,0.299263781420414,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"0",TRUE
170,625,0.330096297260825,0.22848112745821,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"0",TRUE
180,625,0.243157434811451,0.164320869999116,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"0",TRUE
190,625,0.160284460160559,0.110016247073445,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"0",TRUE
200,625,0.0991377679952881,0.0701843019248046,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"0",TRUE
210,625,0.0517930767706692,0.038030545007994,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"0",TRUE
220,625,0.0225873607971278,0.0181761938816574,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"0",TRUE
230,625,0.0106474837163089,0.00887094085866141,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"0",TRUE
240,625,0.00446268019114418,0.00397149656626342,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"0",TRUE
250,625,0.00218095116583203,0.00197816985552879,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"0",TRUE
260,625,0.00163600487609258,0.00146482403338847,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"0",TRUE
270,625,0.000944726508666318,0.000818817520650872,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"0",TRUE
280,625,0.000283878500001999,0.000275939720827436,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"0",TRUE
290,625,0.000343836333905061,0.000309468766538334,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"0",TRUE
300,625,3.1998976032767e-05,3.16396146814239e-05,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"0",TRUE
310,625,0.000105983042713166,0.000105925455708745,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"0",TRUE
320,625,0.000385764683543039,0.000358134715388443,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"0",TRUE
330,625,0.00020593739503191,0.000194099900644368,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"0",TRUE
340,625,5.59967521883731e-05,5.51857669300687e-05,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"0",TRUE
350,625,0.000143972357307397,0.000135174683011998,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"0",TRUE
360,625,0.000263907104699146,0.000258244566837759,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"0",TRUE
370,625,8.9988121567953e-05,9.02883498187091e-05,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"0",TRUE
380,625,0.000121980727045127,0.000114144888261665,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"0",TRUE
390,625,0.000179956810365512,0.000168407008726033,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"0",TRUE
400,625,0.000407750456720487,0.00038110104025627,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"0",TRUE
410,625,0.00020193659191014,0.000195579509245991,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"0",TRUE
420,625,0.000341824302308613,0.000314451251702543,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"0",TRUE
430,625,0.000125978331726943,0.000122327507953886,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"0",TRUE
440,625,4.99975001249937e-05,4.85470489189723e-05,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"0",TRUE
450,625,0.0001059847381977,0.000105210047779556,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"0",TRUE
460,625,4e-06,3.945751991729e-06,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"0",TRUE
470,625,1.2e-05,1.21343748518197e-05,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"0",TRUE
480,625,2.99991000269992e-05,2.81526883737047e-05,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"0",TRUE
490,625,0.000311854675721114,0.000281900780189119,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"0",TRUE
500,625,0.000273872922963745,0.000261868712753536,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"0",TRUE
510,625,0.000255903780178653,0.000252221845440157,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"0",TRUE
520,625,0.000371817809273456,0.000339554442090576,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"0",TRUE
530,625,7.59928566714729e-05,7.44397182206706e-05,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"0",TRUE
540,625,2.39993760162236e-05,2.36108569224628e-05,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"0",TRUE
550,625,4.7995008519114e-05,4.63868553436711e-05,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"0",TRUE
560,625,0.000229931020693792,0.000217391441130403,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"0",TRUE
570,625,0.000145964676548275,0.000140153832529617,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"0",TRUE
580,625,5.59949604535592e-05,5.39095332001857e-05,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"0",TRUE
590,625,6e-06,6.0211485027761e-06,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"0",TRUE
600,625,2.99991000269992e-05,3.09265286559501e-05,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"0",TRUE
610,625,0,0,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"0",TRUE
620,625,6e-06,6.05938873310265e-06,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"0",TRUE
630,625,2.59992200233993e-05,2.62699190344276e-05,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"0",TRUE
640,625,7.79931366039788e-05,7.60786955326817e-05,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"0",TRUE
650,625,4.19977321224654e-05,3.94707116586931e-05,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"0",TRUE
660,625,0.000265898426800962,0.000242076825519948,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"0",TRUE
670,625,0.000163955731952373,0.000162675327096268,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"0",TRUE
680,625,5.39951404373606e-05,5.45553029039005e-05,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"0",TRUE
690,625,0.000221928095297124,0.000214256491030875,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"0",TRUE
700,625,0.000145968178936992,0.000145263454384116,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"0",TRUE
710,625,0.000119982962419336,0.000113055516529157,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"0",TRUE
720,625,0.000435726363843506,0.000403833005454949,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"0",TRUE
730,625,0.000269887187155769,0.000262966362041369,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"0",TRUE
740,625,0.000119981282919864,0.000119929366964986,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"0",TRUE
750,625,3.99988000359989e-05,3.91224509990144e-05,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"0",TRUE
760,625,0.000193938715365944,0.000190856516507438,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"0",TRUE
770,625,0.000155966623142647,0.000146298316754792,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"0",TRUE
780,625,8e-06,7.95142051312665e-06,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"0",TRUE
790,625,0.0001919493253781,0.000182214595354271,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"0",TRUE
800,625,0.000127973125643615,0.000117046381493675,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"0",TRUE
810,625,0.000113981534991331,0.000105082682908801,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"0",TRUE
820,625,0.000203943303761554,0.000204053776335252,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"0",TRUE
830,625,0.000187952635935744,0.000172797318944575,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"0",TRUE
840,625,0.000249923523401839,0.000228357583617052,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"0",TRUE
850,625,0.000103984610277679,9.25053774272253e-05,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"0",TRUE
860,625,0.000177959781089474,0.000171058844221086,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"0",TRUE
870,625,0.000173952337059646,0.000160720062583531,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"0",TRUE
880,625,0.000149964008637927,0.000134227577040993,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"0",TRUE
890,625,0.000173958250019995,0.000151101934687654,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"0",TRUE
900,625,4e-06,4.1075092461772e-06,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"0",TRUE
910,625,3.19990400287991e-05,3.2751807006946e-05,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"0",TRUE
920,625,9.5988097475913e-05,9.14856083169593e-05,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"0",TRUE
930,625,0.000371811119951065,0.000332051708355148,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"0",TRUE
940,625,0.000149969706119364,0.000145305464219378,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"0",TRUE
950,625,0.000119979843386311,0.00011109528018261,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"0",TRUE
960,625,0.00024391219161102,0.000229809341980291,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"0",TRUE
970,625,4.39963043104379e-05,4.09424488635493e-05,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"0",TRUE
980,625,4e-06,4.17512085517805e-06,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"0",TRUE
990,625,4.79959683386596e-05,4.45446507782765e-05,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"0",TRUE
1000,625,0.000387802996077992,0.000348943410198444,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"0",TRUE
1010,625,0.000147969518279234,0.000146175497003804,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"0",TRUE
1020,625,0.000247902326483366,0.000236257392650316,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"0",TRUE
1030,625,6.39962882152835e-05,6.41421343698356e-05,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"0",TRUE
1040,625,5.79948964491125e-05,5.86707420548129e-05,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"0",TRUE
1050,625,8.1988521606975e-05,7.30906540266316e-05,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"0",TRUE
1060,625,0.000263885473704412,0.00024578758001513,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"0",TRUE
1070,625,0.000295860945355683,0.00027896129910162,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"0",TRUE
1080,625,5.79948964491125e-05,5.76919053434103e-05,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"0",TRUE
1090,625,0.000111984546132634,0.000112498088818177,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"0",TRUE
1100,625,2e-06,2.03821656050955e-06,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"0",TRUE
1110,625,4.7995680388765e-05,4.33637982173801e-05,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"0",TRUE
1120,625,4.99971001681902e-05,5.00418184721259e-05,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"0",TRUE
1130,625,0.000223922075117859,0.000223013166849192,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"0",TRUE
1140,625,3.39989120348149e-05,3.4523982492903e-05,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"0",TRUE
1150,625,7.39918608953015e-05,7.5534555686584e-05,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"0",TRUE
1160,625,5.19968801871888e-05,4.96751974226752e-05,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"0",TRUE
1170,625,7.59899693240492e-05,7.36944065703192e-05,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"0",TRUE
1180,625,0.000157965247645518,0.000150544091414228,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"0",TRUE
1190,625,9.39866538951469e-05,9.08239286627984e-05,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"0",TRUE
1200,625,6e-06,6.00814539123835e-06,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"0",TRUE
1210,625,3.39990480266553e-05,3.27534852899794e-05,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"0",TRUE
1220,625,0.000213928547865013,0.000203053292572039,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"0",TRUE
1230,625,0.000155965999412128,0.000137068887963105,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"0",TRUE
1240,625,0.000257915919410272,0.000244183831237111,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"0",TRUE
1250,625,8.39907610162882e-05,8.39959738558098e-05,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"0",TRUE
1260,625,5.59951844141404e-05,5.35572861215814e-05,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"0",TRUE
1270,625,1e-05,9.80897776013841e-06,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"0",TRUE
1280,625,2.59993240175755e-05,2.52407065155631e-05,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"0",TRUE
1290,625,6e-06,6.02798647009616e-06,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"0",TRUE
1300,625,0.00013797433677336,0.000135433185294582,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"0",TRUE
1310,625,0.000117980179329873,0.000116625808724712,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"0",TRUE
1320,625,1.59996160092158e-05,1.57544511270874e-05,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"0",TRUE
1330,625,0.000129979983082605,0.000125798725840135,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"0",TRUE
1340,625,1.6e-05,1.61070390999902e-05,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"0",TRUE
1350,625,4.79970241845006e-05,4.60407156234163e-05,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"0",TRUE
1360,625,6e-06,5.99078913940033e-06,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"0",TRUE
1370,625,0.000167961033040335,0.000168024442589917,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"0",TRUE
1380,625,0.000167957674665984,0.000153107333509164,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"0",TRUE
1390,625,0.000231915119066422,0.000227163946283584,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"0",TRUE
1400,625,0.000165955192098134,0.000157676698030678,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"0",TRUE
1410,625,0.0002319132644391,0.000231040264280242,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"0",TRUE
1420,625,0.000201947493651651,0.000192277055812916,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"0",TRUE
1430,625,0.000169960569147958,0.000158649150537715,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"0",TRUE
1440,625,0.000167957674665984,0.000163681090420223,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"0",TRUE
1450,625,0.000355802173991261,0.000340476630245649,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"0",TRUE
1460,625,0.000209933241229289,0.000202095562589856,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"0",TRUE
1470,625,0.00020793637147033,0.000199750291426396,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"0",TRUE
1480,625,0.000149970305879436,0.000147762496726251,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"0",TRUE
1490,625,4.19975641412798e-05,4.15750684708185e-05,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"0",TRUE
1500,625,0.000109987241479988,0.000102486460195676,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"0",TRUE
1510,625,2.59993760149756e-05,2.59269462455396e-05,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"0",TRUE
1520,625,3.99988000359989e-05,4.09844662739539e-05,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"0",TRUE
1530,625,0.000199940817518015,0.000177368841380552,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"0",TRUE
1540,625,7.99915208987847e-05,7.89291155644375e-05,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"0",TRUE
1550,625,0.00010398752149742,0.000103134842445888,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"0",TRUE
1560,625,6.99928607282057e-05,7.02657598570992e-05,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"0",TRUE
1570,625,4.59975161341288e-05,4.57875047918712e-05,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"0",TRUE
1580,625,5.39968681816455e-05,5.19568914116145e-05,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"0",TRUE
1590,625,0.000107982722764358,0.000104086944849553,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"0",TRUE
1600,625,0.00017196354372873,0.000161934500762453,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"0",TRUE
1610,625,2.99991000269992e-05,3.10526132231403e-05,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"0",TRUE
1620,625,3.7998860034199e-05,3.74923007653192e-05,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"0",TRUE
1630,625,1.6e-05,1.61934566261185e-05,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"0",TRUE
1640,625,5.59952963951028e-05,5.60157669826955e-05,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"0",TRUE
1650,625,5.19967761998756e-05,5.11762447896032e-05,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"0",TRUE
1660,625,0.00027388661094307,0.000258021203770246,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"0",TRUE
1670,625,0.000281890062875479,0.000269242560224899,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"0",TRUE
1680,625,0.000315857863961217,0.000285772891879014,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"0",TRUE
1690,625,3.59990640243354e-05,3.6707967060726e-05,0,"lattice, 25x25","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,"0",TRUE
