"Time","N","ProducerProportion","GenomeLength","PopulationStructure","FitnessDistribution","MigrationRate","MutationRateSocial","MutationRateTolerance","MutationRateAdaptation","ProductionCost","MinCarryingCapacity","MaxCarryingCapacity","EnvChangeFreq","Replicate"
1640,625,0.48513348670235,8,"lattice, 25x25","uniform",0.05,0.1,1e-05,1e-05,0.1,800,2000,NA,4
1650,625,0.483146747000564,8,"lattice, 25x25","uniform",0.05,0.1,1e-05,1e-05,0.1,800,2000,NA,4
1660,625,0.486366113565473,8,"lattice, 25x25","uniform",0.05,0.1,1e-05,1e-05,0.1,800,2000,NA,4
1670,625,0.488301095477596,8,"lattice, 25x25","uniform",0.05,0.1,1e-05,1e-05,0.1,800,2000,NA,4
1680,625,0.483816845796209,8,"lattice, 25x25","uniform",0.05,0.1,1e-05,1e-05,0.1,800,2000,NA,4
1690,625,0.485705008899944,8,"lattice, 25x25","uniform",0.05,0.1,1e-05,1e-05,0.1,800,2000,NA,4
1700,625,0.486211320938416,8,"lattice, 25x25","uniform",0.05,0.1,1e-05,1e-05,0.1,800,2000,NA,4
1710,625,0.480331163970703,8,"lattice, 25x25","uniform",0.05,0.1,1e-05,1e-05,0.1,800,2000,NA,4
1720,625,0.482422650001804,8,"lattice, 25x25","uniform",0.05,0.1,1e-05,1e-05,0.1,800,2000,NA,4
1730,625,0.484745644680184,8,"lattice, 25x25","uniform",0.05,0.1,1e-05,1e-05,0.1,800,2000,NA,4
1740,625,0.483741255083038,8,"lattice, 25x25","uniform",0.05,0.1,1e-05,1e-05,0.1,800,2000,NA,4
1750,625,0.482007998517325,8,"lattice, 25x25","uniform",0.05,0.1,1e-05,1e-05,0.1,800,2000,NA,4
1760,625,0.485865584985172,8,"lattice, 25x25","uniform",0.05,0.1,1e-05,1e-05,0.1,800,2000,NA,4
1770,625,0.48738683237179,8,"lattice, 25x25","uniform",0.05,0.1,1e-05,1e-05,0.1,800,2000,NA,4
1780,625,0.486223982533015,8,"lattice, 25x25","uniform",0.05,0.1,1e-05,1e-05,0.1,800,2000,NA,4
1790,625,0.487890105848074,8,"lattice, 25x25","uniform",0.05,0.1,1e-05,1e-05,0.1,800,2000,NA,4
1800,625,0.481850337347181,8,"lattice, 25x25","uniform",0.05,0.1,1e-05,1e-05,0.1,800,2000,NA,4
1810,625,0.486253136926403,8,"lattice, 25x25","uniform",0.05,0.1,1e-05,1e-05,0.1,800,2000,NA,4
1820,625,0.484106347125137,8,"lattice, 25x25","uniform",0.05,0.1,1e-05,1e-05,0.1,800,2000,NA,4
1830,625,0.486424310484442,8,"lattice, 25x25","uniform",0.05,0.1,1e-05,1e-05,0.1,800,2000,NA,4
1840,625,0.482329738546492,8,"lattice, 25x25","uniform",0.05,0.1,1e-05,1e-05,0.1,800,2000,NA,4
1850,625,0.486109564636455,8,"lattice, 25x25","uniform",0.05,0.1,1e-05,1e-05,0.1,800,2000,NA,4
1860,625,0.485486062837056,8,"lattice, 25x25","uniform",0.05,0.1,1e-05,1e-05,0.1,800,2000,NA,4
1870,625,0.483664333387596,8,"lattice, 25x25","uniform",0.05,0.1,1e-05,1e-05,0.1,800,2000,NA,4
1880,625,0.483815021510614,8,"lattice, 25x25","uniform",0.05,0.1,1e-05,1e-05,0.1,800,2000,NA,4
1890,625,0.487919954068971,8,"lattice, 25x25","uniform",0.05,0.1,1e-05,1e-05,0.1,800,2000,NA,4
1900,625,0.48655291305245,8,"lattice, 25x25","uniform",0.05,0.1,1e-05,1e-05,0.1,800,2000,NA,4
1910,625,0.484052966621083,8,"lattice, 25x25","uniform",0.05,0.1,1e-05,1e-05,0.1,800,2000,NA,4
1920,625,0.483722970520064,8,"lattice, 25x25","uniform",0.05,0.1,1e-05,1e-05,0.1,800,2000,NA,4
1930,625,0.485990443470729,8,"lattice, 25x25","uniform",0.05,0.1,1e-05,1e-05,0.1,800,2000,NA,4
1940,625,0.48618215476265,8,"lattice, 25x25","uniform",0.05,0.1,1e-05,1e-05,0.1,800,2000,NA,4
1950,625,0.484359154561453,8,"lattice, 25x25","uniform",0.05,0.1,1e-05,1e-05,0.1,800,2000,NA,4
1960,625,0.487047742871479,8,"lattice, 25x25","uniform",0.05,0.1,1e-05,1e-05,0.1,800,2000,NA,4
1970,625,0.482201415508217,8,"lattice, 25x25","uniform",0.05,0.1,1e-05,1e-05,0.1,800,2000,NA,4
1980,625,0.48661678615033,8,"lattice, 25x25","uniform",0.05,0.1,1e-05,1e-05,0.1,800,2000,NA,4
1990,625,0.486581426711094,8,"lattice, 25x25","uniform",0.05,0.1,1e-05,1e-05,0.1,800,2000,NA,4
2000,625,0.487251311445808,8,"lattice, 25x25","uniform",0.05,0.1,1e-05,1e-05,0.1,800,2000,NA,4
2010,625,0.484676810061256,8,"lattice, 25x25","uniform",0.05,0.1,1e-05,1e-05,0.1,800,2000,NA,4
2020,625,0.483471295432714,8,"lattice, 25x25","uniform",0.05,0.1,1e-05,1e-05,0.1,800,2000,NA,4
2030,625,0.485795365554559,8,"lattice, 25x25","uniform",0.05,0.1,1e-05,1e-05,0.1,800,2000,NA,4
2040,625,0.486544304941674,8,"lattice, 25x25","uniform",0.05,0.1,1e-05,1e-05,0.1,800,2000,NA,4
2050,625,0.481870069022048,8,"lattice, 25x25","uniform",0.05,0.1,1e-05,1e-05,0.1,800,2000,NA,4
2060,625,0.484807377382377,8,"lattice, 25x25","uniform",0.05,0.1,1e-05,1e-05,0.1,800,2000,NA,4
2070,625,0.48594121324378,8,"lattice, 25x25","uniform",0.05,0.1,1e-05,1e-05,0.1,800,2000,NA,4
2080,625,0.487131031080757,8,"lattice, 25x25","uniform",0.05,0.1,1e-05,1e-05,0.1,800,2000,NA,4
2090,625,0.483423334665539,8,"lattice, 25x25","uniform",0.05,0.1,1e-05,1e-05,0.1,800,2000,NA,4
2100,625,0.479819293972733,8,"lattice, 25x25","uniform",0.05,0.1,1e-05,1e-05,0.1,800,2000,NA,4
2110,625,0.483454334894494,8,"lattice, 25x25","uniform",0.05,0.1,1e-05,1e-05,0.1,800,2000,NA,4
2120,625,0.485886386395668,8,"lattice, 25x25","uniform",0.05,0.1,1e-05,1e-05,0.1,800,2000,NA,4
2130,625,0.482848443370532,8,"lattice, 25x25","uniform",0.05,0.1,1e-05,1e-05,0.1,800,2000,NA,4
2140,625,0.484602099017348,8,"lattice, 25x25","uniform",0.05,0.1,1e-05,1e-05,0.1,800,2000,NA,4
2150,625,0.480694532712188,8,"lattice, 25x25","uniform",0.05,0.1,1e-05,1e-05,0.1,800,2000,NA,4
2160,625,0.482718352648891,8,"lattice, 25x25","uniform",0.05,0.1,1e-05,1e-05,0.1,800,2000,NA,4
2170,625,0.483400840763798,8,"lattice, 25x25","uniform",0.05,0.1,1e-05,1e-05,0.1,800,2000,NA,4
2180,625,0.489653587199209,8,"lattice, 25x25","uniform",0.05,0.1,1e-05,1e-05,0.1,800,2000,NA,4
2190,625,0.487104465174417,8,"lattice, 25x25","uniform",0.05,0.1,1e-05,1e-05,0.1,800,2000,NA,4
2200,625,0.485309997274367,8,"lattice, 25x25","uniform",0.05,0.1,1e-05,1e-05,0.1,800,2000,NA,4
2210,625,0.483464911107985,8,"lattice, 25x25","uniform",0.05,0.1,1e-05,1e-05,0.1,800,2000,NA,4
2220,625,0.483520379400329,8,"lattice, 25x25","uniform",0.05,0.1,1e-05,1e-05,0.1,800,2000,NA,4
2230,625,0.487281930048589,8,"lattice, 25x25","uniform",0.05,0.1,1e-05,1e-05,0.1,800,2000,NA,4
2240,625,0.482875477684044,8,"lattice, 25x25","uniform",0.05,0.1,1e-05,1e-05,0.1,800,2000,NA,4
2250,625,0.484512511336203,8,"lattice, 25x25","uniform",0.05,0.1,1e-05,1e-05,0.1,800,2000,NA,4
2260,625,0.485378142681298,8,"lattice, 25x25","uniform",0.05,0.1,1e-05,1e-05,0.1,800,2000,NA,4
2270,625,0.483982173606194,8,"lattice, 25x25","uniform",0.05,0.1,1e-05,1e-05,0.1,800,2000,NA,4
2280,625,0.486421563347313,8,"lattice, 25x25","uniform",0.05,0.1,1e-05,1e-05,0.1,800,2000,NA,4
2290,625,0.480255551394367,8,"lattice, 25x25","uniform",0.05,0.1,1e-05,1e-05,0.1,800,2000,NA,4
2300,625,0.481257815313294,8,"lattice, 25x25","uniform",0.05,0.1,1e-05,1e-05,0.1,800,2000,NA,4
2310,625,0.485043578397002,8,"lattice, 25x25","uniform",0.05,0.1,1e-05,1e-05,0.1,800,2000,NA,4
2320,625,0.48942925975354,8,"lattice, 25x25","uniform",0.05,0.1,1e-05,1e-05,0.1,800,2000,NA,4
2330,625,0.483590320660665,8,"lattice, 25x25","uniform",0.05,0.1,1e-05,1e-05,0.1,800,2000,NA,4
2340,625,0.484851227987104,8,"lattice, 25x25","uniform",0.05,0.1,1e-05,1e-05,0.1,800,2000,NA,4
2350,625,0.484040309677599,8,"lattice, 25x25","uniform",0.05,0.1,1e-05,1e-05,0.1,800,2000,NA,4
2360,625,0.480825422143868,8,"lattice, 25x25","uniform",0.05,0.1,1e-05,1e-05,0.1,800,2000,NA,4
2370,625,0.483897921000337,8,"lattice, 25x25","uniform",0.05,0.1,1e-05,1e-05,0.1,800,2000,NA,4
2380,625,0.48725319422954,8,"lattice, 25x25","uniform",0.05,0.1,1e-05,1e-05,0.1,800,2000,NA,4
2390,625,0.486800242471728,8,"lattice, 25x25","uniform",0.05,0.1,1e-05,1e-05,0.1,800,2000,NA,4
2400,625,0.485104463558927,8,"lattice, 25x25","uniform",0.05,0.1,1e-05,1e-05,0.1,800,2000,NA,4
2410,625,0.484320403636165,8,"lattice, 25x25","uniform",0.05,0.1,1e-05,1e-05,0.1,800,2000,NA,4
2420,625,0.48373612428181,8,"lattice, 25x25","uniform",0.05,0.1,1e-05,1e-05,0.1,800,2000,NA,4
2430,625,0.4860780353151,8,"lattice, 25x25","uniform",0.05,0.1,1e-05,1e-05,0.1,800,2000,NA,4
2440,625,0.484167032578973,8,"lattice, 25x25","uniform",0.05,0.1,1e-05,1e-05,0.1,800,2000,NA,4
2450,625,0.484342258575419,8,"lattice, 25x25","uniform",0.05,0.1,1e-05,1e-05,0.1,800,2000,NA,4
2460,625,0.483512574800184,8,"lattice, 25x25","uniform",0.05,0.1,1e-05,1e-05,0.1,800,2000,NA,4
2470,625,0.482568363182279,8,"lattice, 25x25","uniform",0.05,0.1,1e-05,1e-05,0.1,800,2000,NA,4
2480,625,0.489931234031932,8,"lattice, 25x25","uniform",0.05,0.1,1e-05,1e-05,0.1,800,2000,NA,4
2490,625,0.48695920059668,8,"lattice, 25x25","uniform",0.05,0.1,1e-05,1e-05,0.1,800,2000,NA,4
2500,625,0.48166380297156,8,"lattice, 25x25","uniform",0.05,0.1,1e-05,1e-05,0.1,800,2000,NA,4
2510,625,0.483780477025638,8,"lattice, 25x25","uniform",0.05,0.1,1e-05,1e-05,0.1,800,2000,NA,4
2520,625,0.483776133543351,8,"lattice, 25x25","uniform",0.05,0.1,1e-05,1e-05,0.1,800,2000,NA,4
2530,625,0.484777917410968,8,"lattice, 25x25","uniform",0.05,0.1,1e-05,1e-05,0.1,800,2000,NA,4
2540,625,0.484239745493501,8,"lattice, 25x25","uniform",0.05,0.1,1e-05,1e-05,0.1,800,2000,NA,4
2550,625,0.481809265750741,8,"lattice, 25x25","uniform",0.05,0.1,1e-05,1e-05,0.1,800,2000,NA,4
2560,625,0.47861536411393,8,"lattice, 25x25","uniform",0.05,0.1,1e-05,1e-05,0.1,800,2000,NA,4
2570,625,0.484850492161443,8,"lattice, 25x25","uniform",0.05,0.1,1e-05,1e-05,0.1,800,2000,NA,4
2580,625,0.486848597299532,8,"lattice, 25x25","uniform",0.05,0.1,1e-05,1e-05,0.1,800,2000,NA,4
2590,625,0.481941447269585,8,"lattice, 25x25","uniform",0.05,0.1,1e-05,1e-05,0.1,800,2000,NA,4
2600,625,0.483285350176274,8,"lattice, 25x25","uniform",0.05,0.1,1e-05,1e-05,0.1,800,2000,NA,4
2610,625,0.484794101166936,8,"lattice, 25x25","uniform",0.05,0.1,1e-05,1e-05,0.1,800,2000,NA,4
2620,625,0.488362195089511,8,"lattice, 25x25","uniform",0.05,0.1,1e-05,1e-05,0.1,800,2000,NA,4
2630,625,0.483641741346516,8,"lattice, 25x25","uniform",0.05,0.1,1e-05,1e-05,0.1,800,2000,NA,4
2640,625,0.483491987406954,8,"lattice, 25x25","uniform",0.05,0.1,1e-05,1e-05,0.1,800,2000,NA,4
2650,625,0.488771917238379,8,"lattice, 25x25","uniform",0.05,0.1,1e-05,1e-05,0.1,800,2000,NA,4
2660,625,0.489192677666791,8,"lattice, 25x25","uniform",0.05,0.1,1e-05,1e-05,0.1,800,2000,NA,4
2670,625,0.485370593435033,8,"lattice, 25x25","uniform",0.05,0.1,1e-05,1e-05,0.1,800,2000,NA,4
2680,625,0.485397198293605,8,"lattice, 25x25","uniform",0.05,0.1,1e-05,1e-05,0.1,800,2000,NA,4
2690,625,0.483624449072955,8,"lattice, 25x25","uniform",0.05,0.1,1e-05,1e-05,0.1,800,2000,NA,4
2700,625,0.486703885735757,8,"lattice, 25x25","uniform",0.05,0.1,1e-05,1e-05,0.1,800,2000,NA,4
2710,625,0.484813217089109,8,"lattice, 25x25","uniform",0.05,0.1,1e-05,1e-05,0.1,800,2000,NA,4
2720,625,0.483573478990307,8,"lattice, 25x25","uniform",0.05,0.1,1e-05,1e-05,0.1,800,2000,NA,4
2730,625,0.487603630960371,8,"lattice, 25x25","uniform",0.05,0.1,1e-05,1e-05,0.1,800,2000,NA,4
2740,625,0.48171411853974,8,"lattice, 25x25","uniform",0.05,0.1,1e-05,1e-05,0.1,800,2000,NA,4
2750,625,0.483914573705402,8,"lattice, 25x25","uniform",0.05,0.1,1e-05,1e-05,0.1,800,2000,NA,4
2760,625,0.48499983173911,8,"lattice, 25x25","uniform",0.05,0.1,1e-05,1e-05,0.1,800,2000,NA,4
2770,625,0.483039266583013,8,"lattice, 25x25","uniform",0.05,0.1,1e-05,1e-05,0.1,800,2000,NA,4
2780,625,0.48590559221316,8,"lattice, 25x25","uniform",0.05,0.1,1e-05,1e-05,0.1,800,2000,NA,4
2790,625,0.485131461127685,8,"lattice, 25x25","uniform",0.05,0.1,1e-05,1e-05,0.1,800,2000,NA,4
2800,625,0.481180133342344,8,"lattice, 25x25","uniform",0.05,0.1,1e-05,1e-05,0.1,800,2000,NA,4
2810,625,0.483260658125585,8,"lattice, 25x25","uniform",0.05,0.1,1e-05,1e-05,0.1,800,2000,NA,4
2820,625,0.484296501378498,8,"lattice, 25x25","uniform",0.05,0.1,1e-05,1e-05,0.1,800,2000,NA,4
2830,625,0.487338427628789,8,"lattice, 25x25","uniform",0.05,0.1,1e-05,1e-05,0.1,800,2000,NA,4
2840,625,0.485160602976351,8,"lattice, 25x25","uniform",0.05,0.1,1e-05,1e-05,0.1,800,2000,NA,4
2850,625,0.485713424173928,8,"lattice, 25x25","uniform",0.05,0.1,1e-05,1e-05,0.1,800,2000,NA,4
2860,625,0.483438989973661,8,"lattice, 25x25","uniform",0.05,0.1,1e-05,1e-05,0.1,800,2000,NA,4
2870,625,0.484680405769124,8,"lattice, 25x25","uniform",0.05,0.1,1e-05,1e-05,0.1,800,2000,NA,4
2880,625,0.483633622980736,8,"lattice, 25x25","uniform",0.05,0.1,1e-05,1e-05,0.1,800,2000,NA,4
2890,625,0.482446291849033,8,"lattice, 25x25","uniform",0.05,0.1,1e-05,1e-05,0.1,800,2000,NA,4
2900,625,0.48518014183081,8,"lattice, 25x25","uniform",0.05,0.1,1e-05,1e-05,0.1,800,2000,NA,4
2910,625,0.483120181701251,8,"lattice, 25x25","uniform",0.05,0.1,1e-05,1e-05,0.1,800,2000,NA,4
2920,625,0.487551297688173,8,"lattice, 25x25","uniform",0.05,0.1,1e-05,1e-05,0.1,800,2000,NA,4
2930,625,0.482588957454928,8,"lattice, 25x25","uniform",0.05,0.1,1e-05,1e-05,0.1,800,2000,NA,4
2940,625,0.483790668594246,8,"lattice, 25x25","uniform",0.05,0.1,1e-05,1e-05,0.1,800,2000,NA,4
2950,625,0.484649807955642,8,"lattice, 25x25","uniform",0.05,0.1,1e-05,1e-05,0.1,800,2000,NA,4
2960,625,0.482611733469968,8,"lattice, 25x25","uniform",0.05,0.1,1e-05,1e-05,0.1,800,2000,NA,4
2970,625,0.481110643570415,8,"lattice, 25x25","uniform",0.05,0.1,1e-05,1e-05,0.1,800,2000,NA,4
2980,625,0.486865978760332,8,"lattice, 25x25","uniform",0.05,0.1,1e-05,1e-05,0.1,800,2000,NA,4
2990,625,0.484257517705794,8,"lattice, 25x25","uniform",0.05,0.1,1e-05,1e-05,0.1,800,2000,NA,4
0,10,0.784210526315789,8,"lattice, 25x25","uniform",0.05,0.01,1e-05,1e-05,0.1,800,2000,NA,4
10,252,0.727354835642811,8,"lattice, 25x25","uniform",0.05,0.01,1e-05,1e-05,0.1,800,2000,NA,4
20,526,0.641621164655304,8,"lattice, 25x25","uniform",0.05,0.01,1e-05,1e-05,0.1,800,2000,NA,4
30,618,0.546318655731314,8,"lattice, 25x25","uniform",0.05,0.01,1e-05,1e-05,0.1,800,2000,NA,4
40,625,0.462970367681888,8,"lattice, 25x25","uniform",0.05,0.01,1e-05,1e-05,0.1,800,2000,NA,4
50,625,0.420422464302875,8,"lattice, 25x25","uniform",0.05,0.01,1e-05,1e-05,0.1,800,2000,NA,4
60,625,0.375297496922446,8,"lattice, 25x25","uniform",0.05,0.01,1e-05,1e-05,0.1,800,2000,NA,4
70,625,0.34570729988285,8,"lattice, 25x25","uniform",0.05,0.01,1e-05,1e-05,0.1,800,2000,NA,4
80,625,0.324460149304415,8,"lattice, 25x25","uniform",0.05,0.01,1e-05,1e-05,0.1,800,2000,NA,4
90,625,0.317232878393227,8,"lattice, 25x25","uniform",0.05,0.01,1e-05,1e-05,0.1,800,2000,NA,4
100,625,0.295123852662846,8,"lattice, 25x25","uniform",0.05,0.01,1e-05,1e-05,0.1,800,2000,NA,4
110,625,0.28014243699902,8,"lattice, 25x25","uniform",0.05,0.01,1e-05,1e-05,0.1,800,2000,NA,4
120,625,0.264748862321522,8,"lattice, 25x25","uniform",0.05,0.01,1e-05,1e-05,0.1,800,2000,NA,4
130,625,0.260305839791606,8,"lattice, 25x25","uniform",0.05,0.01,1e-05,1e-05,0.1,800,2000,NA,4
140,625,0.270667954858711,8,"lattice, 25x25","uniform",0.05,0.01,1e-05,1e-05,0.1,800,2000,NA,4
150,625,0.288357423989825,8,"lattice, 25x25","uniform",0.05,0.01,1e-05,1e-05,0.1,800,2000,NA,4
160,625,0.291827114782113,8,"lattice, 25x25","uniform",0.05,0.01,1e-05,1e-05,0.1,800,2000,NA,4
170,625,0.298707088091527,8,"lattice, 25x25","uniform",0.05,0.01,1e-05,1e-05,0.1,800,2000,NA,4
180,625,0.294328846637522,8,"lattice, 25x25","uniform",0.05,0.01,1e-05,1e-05,0.1,800,2000,NA,4
190,625,0.299553791508134,8,"lattice, 25x25","uniform",0.05,0.01,1e-05,1e-05,0.1,800,2000,NA,4
200,625,0.289650384329283,8,"lattice, 25x25","uniform",0.05,0.01,1e-05,1e-05,0.1,800,2000,NA,4
210,625,0.280798468470919,8,"lattice, 25x25","uniform",0.05,0.01,1e-05,1e-05,0.1,800,2000,NA,4
220,625,0.292654317139927,8,"lattice, 25x25","uniform",0.05,0.01,1e-05,1e-05,0.1,800,2000,NA,4
230,625,0.313547392086456,8,"lattice, 25x25","uniform",0.05,0.01,1e-05,1e-05,0.1,800,2000,NA,4
240,625,0.322974081038132,8,"lattice, 25x25","uniform",0.05,0.01,1e-05,1e-05,0.1,800,2000,NA,4
250,625,0.332781402980696,8,"lattice, 25x25","uniform",0.05,0.01,1e-05,1e-05,0.1,800,2000,NA,4
260,625,0.333533245317785,8,"lattice, 25x25","uniform",0.05,0.01,1e-05,1e-05,0.1,800,2000,NA,4
270,625,0.334995428785359,8,"lattice, 25x25","uniform",0.05,0.01,1e-05,1e-05,0.1,800,2000,NA,4
280,625,0.33849697566465,8,"lattice, 25x25","uniform",0.05,0.01,1e-05,1e-05,0.1,800,2000,NA,4
290,625,0.338779099928669,8,"lattice, 25x25","uniform",0.05,0.01,1e-05,1e-05,0.1,800,2000,NA,4
300,625,0.346641073828378,8,"lattice, 25x25","uniform",0.05,0.01,1e-05,1e-05,0.1,800,2000,NA,4
310,625,0.351255058139457,8,"lattice, 25x25","uniform",0.05,0.01,1e-05,1e-05,0.1,800,2000,NA,4
320,625,0.349032406000203,8,"lattice, 25x25","uniform",0.05,0.01,1e-05,1e-05,0.1,800,2000,NA,4
330,625,0.346943274910843,8,"lattice, 25x25","uniform",0.05,0.01,1e-05,1e-05,0.1,800,2000,NA,4
340,625,0.343997693612513,8,"lattice, 25x25","uniform",0.05,0.01,1e-05,1e-05,0.1,800,2000,NA,4
350,625,0.343193269659506,8,"lattice, 25x25","uniform",0.05,0.01,1e-05,1e-05,0.1,800,2000,NA,4
360,625,0.351296680014745,8,"lattice, 25x25","uniform",0.05,0.01,1e-05,1e-05,0.1,800,2000,NA,4
370,625,0.353437832192117,8,"lattice, 25x25","uniform",0.05,0.01,1e-05,1e-05,0.1,800,2000,NA,4
380,625,0.358341182827377,8,"lattice, 25x25","uniform",0.05,0.01,1e-05,1e-05,0.1,800,2000,NA,4
390,625,0.362630889708164,8,"lattice, 25x25","uniform",0.05,0.01,1e-05,1e-05,0.1,800,2000,NA,4
400,625,0.367151537711416,8,"lattice, 25x25","uniform",0.05,0.01,1e-05,1e-05,0.1,800,2000,NA,4
410,625,0.355987243523467,8,"lattice, 25x25","uniform",0.05,0.01,1e-05,1e-05,0.1,800,2000,NA,4
420,625,0.355884467643075,8,"lattice, 25x25","uniform",0.05,0.01,1e-05,1e-05,0.1,800,2000,NA,4
430,625,0.350129283387318,8,"lattice, 25x25","uniform",0.05,0.01,1e-05,1e-05,0.1,800,2000,NA,4
440,625,0.360353839013533,8,"lattice, 25x25","uniform",0.05,0.01,1e-05,1e-05,0.1,800,2000,NA,4
450,625,0.357747900180824,8,"lattice, 25x25","uniform",0.05,0.01,1e-05,1e-05,0.1,800,2000,NA,4
460,625,0.367076266244531,8,"lattice, 25x25","uniform",0.05,0.01,1e-05,1e-05,0.1,800,2000,NA,4
470,625,0.38039997052005,8,"lattice, 25x25","uniform",0.05,0.01,1e-05,1e-05,0.1,800,2000,NA,4
480,625,0.373498926039765,8,"lattice, 25x25","uniform",0.05,0.01,1e-05,1e-05,0.1,800,2000,NA,4
490,625,0.363437765851302,8,"lattice, 25x25","uniform",0.05,0.01,1e-05,1e-05,0.1,800,2000,NA,4
500,625,0.359413760769765,8,"lattice, 25x25","uniform",0.05,0.01,1e-05,1e-05,0.1,800,2000,NA,4
510,625,0.359470120368403,8,"lattice, 25x25","uniform",0.05,0.01,1e-05,1e-05,0.1,800,2000,NA,4
520,625,0.366623013094758,8,"lattice, 25x25","uniform",0.05,0.01,1e-05,1e-05,0.1,800,2000,NA,4
530,625,0.36964874195742,8,"lattice, 25x25","uniform",0.05,0.01,1e-05,1e-05,0.1,800,2000,NA,4
540,625,0.365492780389523,8,"lattice, 25x25","uniform",0.05,0.01,1e-05,1e-05,0.1,800,2000,NA,4
550,625,0.367606895125074,8,"lattice, 25x25","uniform",0.05,0.01,1e-05,1e-05,0.1,800,2000,NA,4
560,625,0.374109237388805,8,"lattice, 25x25","uniform",0.05,0.01,1e-05,1e-05,0.1,800,2000,NA,4
570,625,0.375265764810984,8,"lattice, 25x25","uniform",0.05,0.01,1e-05,1e-05,0.1,800,2000,NA,4
580,625,0.370467060717242,8,"lattice, 25x25","uniform",0.05,0.01,1e-05,1e-05,0.1,800,2000,NA,4
590,625,0.355559582928759,8,"lattice, 25x25","uniform",0.05,0.01,1e-05,1e-05,0.1,800,2000,NA,4
600,625,0.357624115580429,8,"lattice, 25x25","uniform",0.05,0.01,1e-05,1e-05,0.1,800,2000,NA,4
610,625,0.358881653144163,8,"lattice, 25x25","uniform",0.05,0.01,1e-05,1e-05,0.1,800,2000,NA,4
620,625,0.353539730943606,8,"lattice, 25x25","uniform",0.05,0.01,1e-05,1e-05,0.1,800,2000,NA,4
630,625,0.356939825173624,8,"lattice, 25x25","uniform",0.05,0.01,1e-05,1e-05,0.1,800,2000,NA,4
640,625,0.356212481894659,8,"lattice, 25x25","uniform",0.05,0.01,1e-05,1e-05,0.1,800,2000,NA,4
650,625,0.349121888927505,8,"lattice, 25x25","uniform",0.05,0.01,1e-05,1e-05,0.1,800,2000,NA,4
660,625,0.347031951296568,8,"lattice, 25x25","uniform",0.05,0.01,1e-05,1e-05,0.1,800,2000,NA,4
670,625,0.357763634397428,8,"lattice, 25x25","uniform",0.05,0.01,1e-05,1e-05,0.1,800,2000,NA,4
680,625,0.360942436046259,8,"lattice, 25x25","uniform",0.05,0.01,1e-05,1e-05,0.1,800,2000,NA,4
690,625,0.360696252675393,8,"lattice, 25x25","uniform",0.05,0.01,1e-05,1e-05,0.1,800,2000,NA,4
700,625,0.355112332882442,8,"lattice, 25x25","uniform",0.05,0.01,1e-05,1e-05,0.1,800,2000,NA,4
710,625,0.345231071517242,8,"lattice, 25x25","uniform",0.05,0.01,1e-05,1e-05,0.1,800,2000,NA,4
720,625,0.346749635022859,8,"lattice, 25x25","uniform",0.05,0.01,1e-05,1e-05,0.1,800,2000,NA,4
730,625,0.347761571761572,8,"lattice, 25x25","uniform",0.05,0.01,1e-05,1e-05,0.1,800,2000,NA,4
740,625,0.349969245239655,8,"lattice, 25x25","uniform",0.05,0.01,1e-05,1e-05,0.1,800,2000,NA,4
750,625,0.364303239369426,8,"lattice, 25x25","uniform",0.05,0.01,1e-05,1e-05,0.1,800,2000,NA,4
760,625,0.366845280767762,8,"lattice, 25x25","uniform",0.05,0.01,1e-05,1e-05,0.1,800,2000,NA,4
770,625,0.359719039225778,8,"lattice, 25x25","uniform",0.05,0.01,1e-05,1e-05,0.1,800,2000,NA,4
780,625,0.362934266695703,8,"lattice, 25x25","uniform",0.05,0.01,1e-05,1e-05,0.1,800,2000,NA,4
790,625,0.370909653529712,8,"lattice, 25x25","uniform",0.05,0.01,1e-05,1e-05,0.1,800,2000,NA,4
800,625,0.3698020691469,8,"lattice, 25x25","uniform",0.05,0.01,1e-05,1e-05,0.1,800,2000,NA,4
810,625,0.365449247626405,8,"lattice, 25x25","uniform",0.05,0.01,1e-05,1e-05,0.1,800,2000,NA,4
820,625,0.363829776084598,8,"lattice, 25x25","uniform",0.05,0.01,1e-05,1e-05,0.1,800,2000,NA,4
830,625,0.370281591717385,8,"lattice, 25x25","uniform",0.05,0.01,1e-05,1e-05,0.1,800,2000,NA,4
840,625,0.367368892990329,8,"lattice, 25x25","uniform",0.05,0.01,1e-05,1e-05,0.1,800,2000,NA,4
850,625,0.363710078859808,8,"lattice, 25x25","uniform",0.05,0.01,1e-05,1e-05,0.1,800,2000,NA,4
860,625,0.355725493303748,8,"lattice, 25x25","uniform",0.05,0.01,1e-05,1e-05,0.1,800,2000,NA,4
870,625,0.354928106993709,8,"lattice, 25x25","uniform",0.05,0.01,1e-05,1e-05,0.1,800,2000,NA,4
880,625,0.360717759816425,8,"lattice, 25x25","uniform",0.05,0.01,1e-05,1e-05,0.1,800,2000,NA,4
890,625,0.359633862940729,8,"lattice, 25x25","uniform",0.05,0.01,1e-05,1e-05,0.1,800,2000,NA,4
900,625,0.357262182748814,8,"lattice, 25x25","uniform",0.05,0.01,1e-05,1e-05,0.1,800,2000,NA,4
910,625,0.349870967142111,8,"lattice, 25x25","uniform",0.05,0.01,1e-05,1e-05,0.1,800,2000,NA,4
920,625,0.357359013985433,8,"lattice, 25x25","uniform",0.05,0.01,1e-05,1e-05,0.1,800,2000,NA,4
