"Time","N","ProducerProportion","MeanProducerProportion","GenomeLength","PopulationStructure","FitnessDistribution","MigrationRate","MutationRateSocial","MutationRateTolerance","MutationRateAdaptation","ProductionCost","MinCarryingCapacity","MaxCarryingCapacity","MixingFreq","EnvChangeFreq","Replicate"
390,1,8.59896812382514e-05,8.59896812382514e-05,0,"single","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,18
400,1,3.59978401295922e-05,3.59978401295922e-05,0,"single","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,18
410,1,3.99988000359989e-05,3.99988000359989e-05,0,"single","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,18
420,1,2.19993400197994e-05,2.19993400197994e-05,0,"single","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,18
430,1,0.000305861750488779,0.000305861750488779,0,"single","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,18
440,1,0.000281865268401704,0.000281865268401704,0,"single","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,18
450,1,7.39933405993461e-05,7.39933405993461e-05,0,"single","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,18
460,1,4.99970001799892e-05,4.99970001799892e-05,0,"single","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,18
470,1,0.000273877850478687,0.000273877850478687,0,"single","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,18
480,1,0.00015396797466127,0.00015396797466127,0,"single","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,18
490,1,0.000193941817454764,0.000193941817454764,0,"single","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,18
500,1,8.39899212094549e-05,8.39899212094549e-05,0,"single","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,18
510,1,0.000213917000203921,0.000213917000203921,0,"single","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,18
520,1,0.00024991003238834,0.00024991003238834,0,"single","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,18
530,1,8.39874018897165e-05,8.39874018897165e-05,0,"single","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,18
540,1,6.19945444800857e-05,6.19945444800857e-05,0,"single","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,18
550,1,7.19936645575189e-05,7.19936645575189e-05,0,"single","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,18
560,1,9.1988961324641e-05,9.1988961324641e-05,0,"single","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,18
570,1,9.1988961324641e-05,9.1988961324641e-05,0,"single","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,18
580,1,0.000155963192686526,0.000155963192686526,0,"single","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,18
590,1,2.39993280188155e-05,2.39993280188155e-05,0,"single","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,18
600,1,0.000145956213136059,0.000145956213136059,0,"single","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,18
610,1,3.99988800313591e-05,3.99988800313591e-05,0,"single","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,18
620,1,1.99994400156796e-05,1.99994400156796e-05,0,"single","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,18
630,1,0.00023591554223588,0.00023591554223588,0,"single","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,18
640,1,4.79972161614626e-05,4.79972161614626e-05,0,"single","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,18
650,1,4.79971201727896e-05,4.79971201727896e-05,0,"single","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,18
660,1,0.000157962089098616,0.000157962089098616,0,"single","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,18
670,1,0.000273884968313308,0.000273884968313308,0,"single","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,18
680,1,0.000237928621413576,0.000237928621413576,0,"single","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,18
690,1,0.000203933517673239,0.000203933517673239,0,"single","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,18
700,1,0.000123977931928117,0.000123977931928117,0,"single","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,18
710,1,0.000139966408062065,0.000139966408062065,0,"single","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,18
720,1,0.000283854666410798,0.000283854666410798,0,"single","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,18
730,1,0.000307843615443355,0.000307843615443355,0,"single","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,18
740,1,0.00012197828786476,0.00012197828786476,0,"single","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,18
750,1,9.79854981462744e-05,9.79854981462744e-05,0,"single","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,18
760,1,6.19962802231866e-05,6.19962802231866e-05,0,"single","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,18
770,1,3.79977961278246e-05,3.79977961278246e-05,0,"single","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,18
780,1,3.19991040250873e-05,3.19991040250873e-05,0,"single","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,18
790,1,6.39942405183533e-05,6.39942405183533e-05,0,"single","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,18
800,1,8.39899212094549e-05,8.39899212094549e-05,0,"single","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,18
810,1,0.000179946375979958,0.000179946375979958,0,"single","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,18
820,1,0.000173942946713478,0.000173942946713478,0,"single","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,18
830,1,0.00010198796542008,0.00010198796542008,0,"single","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,18
840,1,1.4e-05,1.4e-05,0,"single","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,18
850,1,0.000103984610277679,0.000103984610277679,0,"single","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,18
860,1,9.99852021900759e-05,9.99852021900759e-05,0,"single","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,18
870,1,2e-06,2e-06,0,"single","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,18
880,1,0.000173953032681176,0.000173953032681176,0,"single","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,18
890,1,3.39990480266553e-05,3.39990480266553e-05,0,"single","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,18
900,1,4.39973601583905e-05,4.39973601583905e-05,0,"single","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,18
910,1,1.59995200143996e-05,1.59995200143996e-05,0,"single","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,18
920,1,1.59995520125437e-05,1.59995520125437e-05,0,"single","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,18
930,1,7.39912690302544e-05,7.39912690302544e-05,0,"single","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,18
940,1,7.39912690302544e-05,7.39912690302544e-05,0,"single","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,18
950,1,0.000125977324081665,0.000125977324081665,0,"single","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,18
960,1,0.00016595552391959,0.00016595552391959,0,"single","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,18
970,1,0.000137975440371614,0.000137975440371614,0,"single","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,18
980,1,1.99994400156796e-05,1.99994400156796e-05,0,"single","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,18
990,1,1e-05,1e-05,0,"single","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,18
1000,1,9.7988437364391e-05,9.7988437364391e-05,0,"single","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,18
1010,1,0.000127976964146454,0.000127976964146454,0,"single","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,18
1020,1,2.59992200233993e-05,2.59992200233993e-05,0,"single","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,18
1030,1,8.99865020246963e-05,8.99865020246963e-05,0,"single","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,18
1040,1,3.99976001439914e-05,3.99976001439914e-05,0,"single","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,18
1050,1,1e-05,1e-05,0,"single","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,18
1060,1,3.19990400287991e-05,3.19990400287991e-05,0,"single","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,18
1070,1,0.000119982242628091,0.000119982242628091,0,"single","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,18
1080,1,7.79884577082592e-05,7.79884577082592e-05,0,"single","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,18
1090,1,4.79972161614626e-05,4.79972161614626e-05,0,"single","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,18
1100,1,4.99971001681902e-05,4.99971001681902e-05,0,"single","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,18
1110,1,1e-05,1e-05,0,"single","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,18
1120,1,0.000111983202519622,0.000111983202519622,0,"single","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,18
1130,1,0.000165960169559306,0.000165960169559306,0,"single","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,18
1140,1,0.00012797722005483,0.00012797722005483,0,"single","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,18
1150,1,1.6e-05,1.6e-05,0,"single","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,18
1160,1,3.39990480266553e-05,3.39990480266553e-05,0,"single","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,18
1170,1,7.99904011518618e-05,7.99904011518618e-05,0,"single","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,18
1180,1,7.79906411230652e-05,7.79906411230652e-05,0,"single","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,18
1190,1,9.1988961324641e-05,9.1988961324641e-05,0,"single","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,18
1200,1,7.79929806317431e-05,7.79929806317431e-05,0,"single","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,18
1210,1,5.79966361951007e-05,5.79966361951007e-05,0,"single","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,18
1220,1,0.000235900921612923,0.000235900921612923,0,"single","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,18
1230,1,9.19862020696896e-05,9.19862020696896e-05,0,"single","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,18
1240,1,5.19968801871888e-05,5.19968801871888e-05,0,"single","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,18
1250,1,9.59857941024728e-05,9.59857941024728e-05,0,"single","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,18
1260,1,0.00011798253858429,0.00011798253858429,0,"single","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,18
1270,1,0.000281865831864033,0.000281865831864033,0,"single","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,18
1280,1,0.000139974804535184,0.000139974804535184,0,"single","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,18
1290,1,2.39992800215994e-05,2.39992800215994e-05,0,"single","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,18
1300,1,0.000283864312858454,0.000283864312858454,0,"single","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,18
1310,1,0.000203939226110619,0.000203939226110619,0,"single","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,18
1320,1,0.000147973660688397,0.000147973660688397,0,"single","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,18
1330,1,0.000235930164671257,0.000235930164671257,0,"single","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,18
1340,1,2.79983760941865e-05,2.79983760941865e-05,0,"single","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,18
1350,1,3.99976801345522e-05,3.99976801345522e-05,0,"single","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,18
1360,1,0.000211936419074278,0.000211936419074278,0,"single","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,18
1370,1,0.000113982902564615,0.000113982902564615,0,"single","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,18
1380,1,0.000181940323573868,0.000181940323573868,0,"single","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,18
1390,1,0.00034781287667235,0.00034781287667235,0,"single","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,18
1400,1,8.59898531973227e-05,8.59898531973227e-05,0,"single","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,18
1410,1,4.19975641412798e-05,4.19975641412798e-05,0,"single","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,18
1420,1,0.00012797338153664,0.00012797338153664,0,"single","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,18
1430,1,7.39912690302544e-05,7.39912690302544e-05,0,"single","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,18
1440,1,4.7995680388765e-05,4.7995680388765e-05,0,"single","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,18
1450,1,1.2e-05,1.2e-05,0,"single","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,18
1460,1,2.99982001079935e-05,2.99982001079935e-05,0,"single","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,18
1470,1,1.6e-05,1.6e-05,0,"single","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,18
1480,1,4.39973601583905e-05,4.39973601583905e-05,0,"single","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,18
1490,1,2.79992160219514e-05,2.79992160219514e-05,0,"single","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,18
1500,1,2.99991000269992e-05,2.99991000269992e-05,0,"single","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,18
1510,1,4.19975641412798e-05,4.19975641412798e-05,0,"single","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,18
1520,1,0.000125981102834575,0.000125981102834575,0,"single","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,18
1530,1,0.000115982834540488,0.000115982834540488,0,"single","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,18
1540,1,3.39989800305991e-05,3.39989800305991e-05,0,"single","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,18
1550,1,4.39974481480074e-05,4.39974481480074e-05,0,"single","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,18
1560,1,7.99905611137886e-05,7.99905611137886e-05,0,"single","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,18
1570,1,2.19993400197994e-05,2.19993400197994e-05,0,"single","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,18
1580,1,2.4e-05,2.4e-05,0,"single","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,18
1590,1,4e-06,4e-06,0,"single","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,18
1600,1,4.99970001799892e-05,4.99970001799892e-05,0,"single","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,18
1610,1,1.2e-05,1.2e-05,0,"single","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,18
1620,1,1e-05,1e-05,0,"single","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,18
1630,1,5.39952484181392e-05,5.39952484181392e-05,0,"single","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,18
1640,1,0.00012197828786476,0.00012197828786476,0,"single","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,18
1650,1,9.79853022046693e-05,9.79853022046693e-05,0,"single","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,18
1660,1,0.00013397213379617,0.00013397213379617,0,"single","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,18
1670,1,0.000299856069086838,0.000299856069086838,0,"single","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,18
1680,1,0.000205937806782352,0.000205937806782352,0,"single","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,18
1690,1,2.99973002429781e-05,2.99973002429781e-05,0,"single","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,18
1700,1,0.000163960977287406,0.000163960977287406,0,"single","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,18
1710,1,3.5998920032399e-05,3.5998920032399e-05,0,"single","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,18
1720,1,1.99994000179995e-05,1.99994000179995e-05,0,"single","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,18
1730,1,0.00010598431432148,0.00010598431432148,0,"single","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,18
1740,1,0.00019593573307955,0.00019593573307955,0,"single","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,18
1750,1,2.59992720203834e-05,2.59992720203834e-05,0,"single","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,18
1760,1,8e-06,8e-06,0,"single","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,18
1770,1,0.000165950214935519,0.000165950214935519,0,"single","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,18
1780,1,0.0001199784038873,0.0001199784038873,0,"single","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,18
1790,1,0.000173953032681176,0.000173953032681176,0,"single","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,18
1800,1,8e-06,8e-06,0,"single","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,18
1810,1,0.000125977575991474,0.000125977575991474,0,"single","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,18
1820,1,0.000203932702208271,0.000203932702208271,0,"single","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,18
1830,1,0.00010598431432148,0.00010598431432148,0,"single","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,18
1840,1,0.000133975884340819,0.000133975884340819,0,"single","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,18
1850,1,1e-05,1e-05,0,"single","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,18
1860,1,7.59933125884922e-05,7.59933125884922e-05,0,"single","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,18
1870,1,4.39973601583905e-05,4.39973601583905e-05,0,"single","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,18
1880,1,3.5997912121097e-05,3.5997912121097e-05,0,"single","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,18
1890,1,0.000121978043952089,0.000121978043952089,0,"single","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,18
1900,1,3.79977201367918e-05,3.79977201367918e-05,0,"single","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,18
1910,1,2.99991000269992e-05,2.99991000269992e-05,0,"single","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,18
1920,1,3.19991040250873e-05,3.19991040250873e-05,0,"single","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,18
1930,1,1e-05,1e-05,0,"single","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,18
1940,1,2e-06,2e-06,0,"single","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,18
1950,1,4.19974801511909e-05,4.19974801511909e-05,0,"single","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,18
1960,1,1.79994600161995e-05,1.79994600161995e-05,0,"single","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,18
1970,1,6e-06,6e-06,0,"single","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,18
1980,1,2.39986080807313e-05,2.39986080807313e-05,0,"single","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,18
1990,1,3.5997912121097e-05,3.5997912121097e-05,0,"single","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,18
2000,1,4.39974481480074e-05,4.39974481480074e-05,0,"single","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,18
2010,1,9.59829150411227e-05,9.59829150411227e-05,0,"single","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,18
2020,1,7.59910330580991e-05,7.59910330580991e-05,0,"single","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,18
2030,1,1.59995520125437e-05,1.59995520125437e-05,0,"single","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,18
2040,1,3.39989800305991e-05,3.39989800305991e-05,0,"single","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,18
2050,1,4.79972161614626e-05,4.79972161614626e-05,0,"single","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,18
2060,1,2.59992720203834e-05,2.59992720203834e-05,0,"single","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,18
2070,1,4.5997332154735e-05,4.5997332154735e-05,0,"single","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,18
2080,1,0.000453687862750428,0.000453687862750428,0,"single","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,18
2090,1,0.000161961453174145,0.000161961453174145,0,"single","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,18
2100,1,2.59984920874589e-05,2.59984920874589e-05,0,"single","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,18
2110,1,2.79992160219514e-05,2.79992160219514e-05,0,"single","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,18
2120,1,9.19863860148698e-05,9.19863860148698e-05,0,"single","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,18
2130,1,7.79931366039788e-05,7.79931366039788e-05,0,"single","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,18
2140,1,1.8e-05,1.8e-05,0,"single","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,18
2150,1,8e-06,8e-06,0,"single","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,18
2160,1,8.3990089169478e-05,8.3990089169478e-05,0,"single","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,18
2170,1,0.000303835928598557,0.000303835928598557,0,"single","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,18
2180,1,0.000123977684016877,0.000123977684016877,0,"single","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,18
2190,1,0.000107983802429636,0.000107983802429636,0,"single","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,18
2200,1,0.000197940617814656,0.000197940617814656,0,"single","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,18
2210,1,0.000265904274461194,0.000265904274461194,0,"single","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,18
2220,1,0.000299838087432786,0.000299838087432786,0,"single","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,18
2230,1,0.000279874056674496,0.000279874056674496,0,"single","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,18
2240,1,0.00028388928317956,0.00028388928317956,0,"single","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,18
2250,1,0.000457686942131582,0.000457686942131582,0,"single","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,18
2260,1,0.000267870886232836,0.000267870886232836,0,"single","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,18
2270,1,0.000199940817518015,0.000199940817518015,0,"single","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,18
2280,1,0.000201939821933064,0.000201939821933064,0,"single","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,18
2290,1,4.99970001799892e-05,4.99970001799892e-05,0,"single","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,18
2300,1,9.19862020696896e-05,9.19862020696896e-05,0,"single","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,18
2310,1,3.39980281143694e-05,3.39980281143694e-05,0,"single","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,18
2320,1,3.99988800313591e-05,3.99988800313591e-05,0,"single","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,18
2330,1,5.99947204645991e-05,5.99947204645991e-05,0,"single","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,18
2340,1,0.000213923415417281,0.000213923415417281,0,"single","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,18
2350,1,0.00015396797466127,0.00015396797466127,0,"single","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,18
2360,1,4.99971001681902e-05,4.99971001681902e-05,0,"single","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,18
2370,1,4.79972161614626e-05,4.79972161614626e-05,0,"single","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,18
2380,1,6.59961722220111e-05,6.59961722220111e-05,0,"single","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,18
