"Time","N","ProducerProportion","MeanProducerProportion","GenomeLength","PopulationStructure","FitnessDistribution","MigrationRate","MutationRateSocial","MutationRateTolerance","MutationRateAdaptation","ProductionCost","MinCarryingCapacity","MaxCarryingCapacity","MixingFreq","EnvChangeFreq","Replicate"
2880,1,0.000187949629499294,0.000187949629499294,8,"single","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,5
2890,1,0.000313868802840413,0.000313868802840413,8,"single","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,5
2900,1,6.9993700566949e-05,6.9993700566949e-05,8,"single","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,5
2910,1,3.59989920282232e-05,3.59989920282232e-05,8,"single","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,5
2920,1,0.00015596755874778,0.00015596755874778,8,"single","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,5
2930,1,0.000391777470396815,0.000391777470396815,8,"single","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,5
2940,1,0.000391789217401038,0.000391789217401038,8,"single","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,5
2950,1,7.79931366039788e-05,7.79931366039788e-05,8,"single","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,5
2960,1,0.000201933361990543,0.000201933361990543,8,"single","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,5
2970,1,0.000237907216185688,0.000237907216185688,8,"single","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,5
2980,1,0.000461722966220268,0.000461722966220268,8,"single","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,5
2990,1,0.000263905521823187,0.000263905521823187,8,"single","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,5
0,1,0.476459428571429,0.476459428571429,0,"single","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,6
10,1,0.249285578613487,0.249285578613487,0,"single","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,6
20,1,0.116088226244937,0.116088226244937,0,"single","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,6
30,1,0.0472182265324115,0.0472182265324115,0,"single","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,6
40,1,0.0204169328145868,0.0204169328145868,0,"single","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,6
50,1,0.00655161772734826,0.00655161772734826,0,"single","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,6
60,1,0.00223418482149441,0.00223418482149441,0,"single","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,6
70,1,0.000543595564899715,0.000543595564899715,0,"single","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,6
80,1,0.000411717561752638,0.000411717561752638,0,"single","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,6
90,1,0.000409728759561171,0.000409728759561171,0,"single","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,6
100,1,0.000125977324081665,0.000125977324081665,0,"single","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,6
110,1,0.00013396811558849,0.00013396811558849,0,"single","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,6
120,1,7.39912690302544e-05,7.39912690302544e-05,0,"single","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,6
130,1,3.5997912121097e-05,3.5997912121097e-05,0,"single","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,6
140,1,0.000137975164470395,0.000137975164470395,0,"single","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,6
150,1,7.99905611137886e-05,7.99905611137886e-05,0,"single","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,6
160,1,0.000125981354759496,0.000125981354759496,0,"single","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,6
170,1,1e-05,1e-05,0,"single","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,6
180,1,8.79896172251674e-05,8.79896172251674e-05,0,"single","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,6
190,1,0.000213936246998394,0.000213936246998394,0,"single","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,6
200,1,9.59884813822341e-05,9.59884813822341e-05,0,"single","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,6
210,1,4.5997332154735e-05,4.5997332154735e-05,0,"single","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,6
220,1,0.000185944588512623,0.000185944588512623,0,"single","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,6
230,1,7.19913610366756e-05,7.19913610366756e-05,0,"single","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,6
240,1,4.79971201727896e-05,4.79971201727896e-05,0,"single","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,6
250,1,1.2e-05,1.2e-05,0,"single","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,6
260,1,0.000187943992690178,0.000187943992690178,0,"single","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,6
270,1,6.9993700566949e-05,6.9993700566949e-05,0,"single","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,6
280,1,3.79989360297912e-05,3.79989360297912e-05,0,"single","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,6
290,1,5.79966361951007e-05,5.79966361951007e-05,0,"single","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,6
300,1,1.2e-05,1.2e-05,0,"single","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,6
310,1,8.3990089169478e-05,8.3990089169478e-05,0,"single","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,6
320,1,7.39911210654721e-05,7.39911210654721e-05,0,"single","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,6
330,1,0.000197941013577954,0.000197941013577954,0,"single","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,6
340,1,0.000139966408062065,0.000139966408062065,0,"single","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,6
350,1,0.00013797130196919,0.00013797130196919,0,"single","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,6
360,1,0.000213936246998394,0.000213936246998394,0,"single","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,6
370,1,0.000271893961355071,0.000271893961355071,0,"single","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,6
380,1,0.000213942663366218,0.000213942663366218,0,"single","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,6
390,1,5.19969841749179e-05,5.19969841749179e-05,0,"single","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,6
400,1,6e-06,6e-06,0,"single","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,6
410,1,0.000101984702294656,0.000101984702294656,0,"single","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,6
420,1,0.000123977931928117,0.000123977931928117,0,"single","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,6
430,1,5.99947204645991e-05,5.99947204645991e-05,0,"single","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,6
440,1,0.000143961130494766,0.000143961130494766,0,"single","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,6
450,1,0.00012597379745013,0.00012597379745013,0,"single","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,6
460,1,0.00016196631100731,0.00016196631100731,0,"single","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,6
470,1,3.79966562942461e-05,3.79966562942461e-05,0,"single","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,6
480,1,0.000133964097621837,0.000133964097621837,0,"single","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,6
490,1,0.000211930063079184,0.000211930063079184,0,"single","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,6
500,1,0.000227918405210934,0.000227918405210934,0,"single","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,6
510,1,0.00014796892652543,0.00014796892652543,0,"single","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,6
520,1,0.00016796036135472,0.00016796036135472,0,"single","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,6
530,1,7.99881617520607e-05,7.99881617520607e-05,0,"single","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,6
540,1,3.5998920032399e-05,3.5998920032399e-05,0,"single","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,6
550,1,0.000197935077294647,0.000197935077294647,0,"single","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,6
560,1,1.59995200143996e-05,1.59995200143996e-05,0,"single","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,6
570,1,8e-06,8e-06,0,"single","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,6
580,1,5.79947804697577e-05,5.79947804697577e-05,0,"single","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,6
590,1,0.000161961453174145,0.000161961453174145,0,"single","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,6
600,1,5.39951404373606e-05,5.39951404373606e-05,0,"single","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,6
610,1,0.000127969031494378,0.000127969031494378,0,"single","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,6
620,1,0.000245905572260252,0.000245905572260252,0,"single","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,6
630,1,0.000445678220324925,0.000445678220324925,0,"single","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,6
640,1,0.00022591866927906,0.00022591866927906,0,"single","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,6
650,1,0.000203938818354494,0.000203938818354494,0,"single","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,6
660,1,0.000157957351515091,0.000157957351515091,0,"single","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,6
670,1,0.000121970727025514,0.000121970727025514,0,"single","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,6
680,1,0.000133963829765963,0.000133963829765963,0,"single","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,6
690,1,5.39967601943883e-05,5.39967601943883e-05,0,"single","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,6
700,1,1.4e-05,1.4e-05,0,"single","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,6
710,1,0.000107980779421263,0.000107980779421263,0,"single","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,6
720,1,6.19945444800857e-05,6.19945444800857e-05,0,"single","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,6
730,1,4.79972161614626e-05,4.79972161614626e-05,0,"single","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,6
740,1,0.000137971026084522,0.000137971026084522,0,"single","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,6
750,1,0.000193941817454764,0.000193941817454764,0,"single","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,6
760,1,0.000147964784381317,0.000147964784381317,0,"single","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,6
770,1,6.79918409790825e-05,6.79918409790825e-05,0,"single","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,6
780,1,4.99971001681902e-05,4.99971001681902e-05,0,"single","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,6
790,1,6e-06,6e-06,0,"single","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,6
800,1,1e-05,1e-05,0,"single","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,6
810,1,8.99865020246963e-05,8.99865020246963e-05,0,"single","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,6
820,1,0.000179951413118458,0.000179951413118458,0,"single","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,6
830,1,0.000127969543248707,0.000127969543248707,0,"single","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,6
840,1,9.99882013922357e-05,9.99882013922357e-05,0,"single","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,6
850,1,0.000123977684016877,0.000123977684016877,0,"single","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,6
860,1,0.000213935391511763,0.000213935391511763,0,"single","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,6
870,1,0.000215922699673517,0.000215922699673517,0,"single","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,6
880,1,5.59950724336258e-05,5.59950724336258e-05,0,"single","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,6
890,1,3.39989800305991e-05,3.39989800305991e-05,0,"single","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,6
900,1,1e-05,1e-05,0,"single","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,6
910,1,1.99994400156796e-05,1.99994400156796e-05,0,"single","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,6
920,1,4.79986560376309e-05,4.79986560376309e-05,0,"single","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,6
930,1,2.39993280188155e-05,2.39993280188155e-05,0,"single","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,6
940,1,1e-05,1e-05,0,"single","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,6
950,1,2.59992720203834e-05,2.59992720203834e-05,0,"single","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,6
960,1,1.4e-05,1.4e-05,0,"single","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,6
970,1,0.000219927423950096,0.000219927423950096,0,"single","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,6
980,1,0.000137975440371614,0.000137975440371614,0,"single","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,6
990,1,4.99971001681902e-05,4.99971001681902e-05,0,"single","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,6
1000,1,8.59872738834653e-05,8.59872738834653e-05,0,"single","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,6
1010,1,0.000189954410941374,0.000189954410941374,0,"single","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,6
1020,1,0.00019594121763471,0.00019594121763471,0,"single","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,6
1030,1,0.000207938034465729,0.000207938034465729,0,"single","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,6
1040,1,0.000231910018912662,0.000231910018912662,0,"single","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,6
1050,1,6.39942405183533e-05,6.39942405183533e-05,0,"single","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,6
1060,1,8e-06,8e-06,0,"single","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,6
1070,1,0.000205932454155037,0.000205932454155037,0,"single","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,6
1080,1,0.000217928519445622,0.000217928519445622,0,"single","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,6
1090,1,3.99988000359989e-05,3.99988000359989e-05,0,"single","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,6
1100,1,0.000121981702744588,0.000121981702744588,0,"single","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,6
1110,1,1.4e-05,1.4e-05,0,"single","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,6
1120,1,5.59966402015879e-05,5.59966402015879e-05,0,"single","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,6
1130,1,2.39993280188155e-05,2.39993280188155e-05,0,"single","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,6
1140,1,8.3990089169478e-05,8.3990089169478e-05,0,"single","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,6
1150,1,4.79957763716793e-05,4.79957763716793e-05,0,"single","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,6
1160,1,1.2e-05,1.2e-05,0,"single","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,6
1170,1,5.59966402015879e-05,5.59966402015879e-05,0,"single","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,6
1180,1,6.19945444800857e-05,6.19945444800857e-05,0,"single","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,6
1190,1,0.000197941013577954,0.000197941013577954,0,"single","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,6
1200,1,0.000243898050614843,0.000243898050614843,0,"single","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,6
1210,1,2.79991600251992e-05,2.79991600251992e-05,0,"single","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,6
1220,1,5.39952484181392e-05,5.39952484181392e-05,0,"single","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,6
1230,1,0.000103984402339649,0.000103984402339649,0,"single","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,6
1240,1,0.000169949355092183,0.000169949355092183,0,"single","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,6
1250,1,0.000165960169559306,0.000165960169559306,0,"single","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,6
1260,1,9.79853022046693e-05,9.79853022046693e-05,0,"single","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,6
1270,1,3.99988000359989e-05,3.99988000359989e-05,0,"single","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,6
1280,1,1.59995200143996e-05,1.59995200143996e-05,0,"single","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,6
1290,1,0.00010198796542008,0.00010198796542008,0,"single","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,6
1300,1,0.00013797130196919,0.00013797130196919,0,"single","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,6
1310,1,5.19937607487102e-05,5.19937607487102e-05,0,"single","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,6
1320,1,0.000203932294478233,0.000203932294478233,0,"single","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,6
1330,1,0.00022789790174002,0.00022789790174002,0,"single","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,6
1340,1,8.59898531973227e-05,8.59898531973227e-05,0,"single","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,6
1350,1,9.59829150411227e-05,9.59829150411227e-05,0,"single","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,6
1360,1,4.19975641412798e-05,4.19975641412798e-05,0,"single","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,6
1370,1,8e-06,8e-06,0,"single","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,6
1380,1,1.6e-05,1.6e-05,0,"single","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,6
1390,1,1e-05,1e-05,0,"single","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,6
1400,1,6.99958002519849e-05,6.99958002519849e-05,0,"single","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,6
1410,1,8.59924326659254e-05,8.59924326659254e-05,0,"single","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,6
1420,1,0.000169964307495426,0.000169964307495426,0,"single","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,6
1430,1,3.79977961278246e-05,3.79977961278246e-05,0,"single","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,6
1440,1,9.19862020696896e-05,9.19862020696896e-05,0,"single","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,6
1450,1,0.000277867179488205,0.000277867179488205,0,"single","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,6
1460,1,0.000381781620912838,0.000381781620912838,0,"single","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,6
1470,1,0.000435726363843506,0.000435726363843506,0,"single","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,6
1480,1,3.39990480266553e-05,3.39990480266553e-05,0,"single","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,6
1490,1,0.000123981402789582,0.000123981402789582,0,"single","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,6
1500,1,0.000117978999738047,0.000117978999738047,0,"single","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,6
1510,1,5.59967521883731e-05,5.59967521883731e-05,0,"single","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,6
1520,1,3.79977961278246e-05,3.79977961278246e-05,0,"single","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,6
1530,1,9.79854981462744e-05,9.79854981462744e-05,0,"single","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,6
1540,1,9.59857941024728e-05,9.59857941024728e-05,0,"single","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,6
1550,1,0.000281882173251581,0.000281882173251581,0,"single","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,6
1560,1,0.000123973965467252,0.000123973965467252,0,"single","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,6
1570,1,0.000111983202519622,0.000111983202519622,0,"single","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,6
1580,1,0.00014397005422872,0.00014397005422872,0,"single","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,6
1590,1,8.19926206641402e-05,8.19926206641402e-05,0,"single","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,6
1600,1,0.000233915790315486,0.000233915790315486,0,"single","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,6
1610,1,0.000111979843628147,0.000111979843628147,0,"single","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,6
1620,1,0.000107983802429636,0.000107983802429636,0,"single","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,6
1630,1,8.99866819710683e-05,8.99866819710683e-05,0,"single","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,6
1640,1,0.000155967246878156,0.000155967246878156,0,"single","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,6
1650,1,0.000375753505700261,0.000375753505700261,0,"single","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,6
1660,1,0.000271886351505071,0.000271886351505071,0,"single","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,6
1670,1,0.00015396797466127,0.00015396797466127,0,"single","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,6
1680,1,0.000413717017559989,0.000413717017559989,0,"single","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,6
1690,1,0.000181945780157513,0.000181945780157513,0,"single","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,6
1700,1,0.000261889482638327,0.000261889482638327,0,"single","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,6
1710,1,7.79906411230652e-05,7.79906411230652e-05,0,"single","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,6
1720,1,0.000311822261311053,0.000311822261311053,0,"single","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,6
1730,1,9.39887213534376e-05,9.39887213534376e-05,0,"single","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,6
1740,1,7.19913610366756e-05,7.19913610366756e-05,0,"single","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,6
1750,1,0.0001339761522449,0.0001339761522449,0,"single","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,6
1760,1,3.99988000359989e-05,3.99988000359989e-05,0,"single","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,6
1770,1,5.99947204645991e-05,5.99947204645991e-05,0,"single","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,6
1780,1,0.000381747283298456,0.000381747283298456,0,"single","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,6
1790,1,6.19944205021548e-05,6.19944205021548e-05,0,"single","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,6
1800,1,0.00012797722005483,0.00012797722005483,0,"single","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,6
1810,1,0.000117978999738047,0.000117978999738047,0,"single","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,6
1820,1,3.19990400287991e-05,3.19990400287991e-05,0,"single","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,6
1830,1,5.99947204645991e-05,5.99947204645991e-05,0,"single","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,6
1840,1,0.00034180380461615,0.00034180380461615,0,"single","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,6
1850,1,0.00013797130196919,0.00013797130196919,0,"single","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,6
1860,1,0.000231910482553734,0.000231910482553734,0,"single","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,6
1870,1,5.39967601943883e-05,5.39967601943883e-05,0,"single","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,6
1880,1,8.39899212094549e-05,8.39899212094549e-05,0,"single","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,6
1890,1,0.000259890845844745,0.000259890845844745,0,"single","uniform",0.05,1e-05,1e-05,1e-05,0.1,800,2000,NA,NA,6
