"Time","N","MeanProducerProportion","GenomeLength","PopulationStructure","FitnessDistribution","MigrationRate","MutationRateSocial","MutationRateTolerance","MutationRateAdaptation","ProductionCost","MinCarryingCapacity","MaxCarryingCapacity","EnvChangeFreq","Replicate"
1490,625,0.00944763654816864,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,311
1500,625,0.00924369146085595,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,311
1510,625,0.0093671941432036,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,311
1520,625,0.00842691415239531,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,311
1530,625,0.00863826720758867,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,311
1540,625,0.00598164701131011,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,311
1550,625,0.00669497492604938,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,311
1560,625,0.00539830798610773,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,311
1570,625,0.00412343786837973,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,311
1580,625,0.00402916428348589,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,311
1590,625,0.00390767868257357,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,311
1600,625,0.00365554747656648,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,311
1610,625,0.00421027659735952,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,311
1620,625,0.00308786814507714,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,311
1630,625,0.00177765979174987,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,311
1640,625,0.00213183177544683,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,311
1650,625,0.00175778522157002,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,311
1660,625,0.001343230746778,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,311
1670,625,0.000882246308576752,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,311
1680,625,0.000760198852657312,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,311
1690,625,0.00028278901773656,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,311
1700,625,0.00025067796307296,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,311
1710,625,4.378250591016e-05,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,311
1720,625,0.000129138583914832,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,311
1730,625,0.00020853792797104,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,311
1740,625,0,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,311
1750,625,0,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,311
1760,625,0,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,311
1770,625,0,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,311
1780,625,0,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,311
1790,625,0,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,311
1800,625,0,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,311
1810,625,0,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,311
1820,625,0,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,311
1830,625,0,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,311
1840,625,0,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,311
1850,625,0,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,311
1860,625,0,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,311
1870,625,0,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,311
1880,625,0,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,311
1890,625,0,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,311
1900,625,0,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,311
1910,625,0,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,311
1920,625,0,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,311
1930,625,0,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,311
1940,625,0,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,311
1950,625,0,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,311
1960,625,0,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,311
1970,625,0,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,311
1980,625,0,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,311
1990,625,0,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,311
2000,625,0,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,311
2010,625,0,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,311
2020,625,0,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,311
2030,625,0,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,311
2040,625,0,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,311
2050,625,0,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,311
2060,625,0,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,311
2070,625,0,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,311
2080,625,0,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,311
2090,625,0,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,311
2100,625,0,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,311
2110,625,0,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,311
2120,625,0,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,311
2130,625,0,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,311
2140,625,0,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,311
2150,625,0,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,311
2160,625,0,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,311
2170,625,0,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,311
2180,625,0,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,311
2190,625,0,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,311
2200,625,0,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,311
2210,625,0,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,311
2220,625,0,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,311
2230,625,0,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,311
2240,625,0,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,311
2250,625,0,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,311
2260,625,0,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,311
2270,625,0,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,311
2280,625,0,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,311
2290,625,0,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,311
2300,625,0,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,311
2310,625,0,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,311
2320,625,0,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,311
2330,625,0,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,311
2340,625,0,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,311
2350,625,0,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,311
2360,625,0,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,311
2370,625,0,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,311
2380,625,0,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,311
2390,625,0,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,311
2400,625,0,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,311
2410,625,0,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,311
2420,625,0,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,311
2430,625,0,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,311
2440,625,0,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,311
2450,625,0,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,311
2460,625,0,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,311
2470,625,0,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,311
2480,625,0,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,311
2490,625,0,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,311
2500,625,0,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,311
2510,625,0,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,311
2520,625,0,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,311
2530,625,0,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,311
2540,625,0,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,311
2550,625,0,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,311
2560,625,0,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,311
2570,625,0,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,311
2580,625,0,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,311
2590,625,0,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,311
2600,625,0,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,311
2610,625,0,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,311
2620,625,0,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,311
2630,625,0,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,311
2640,625,0,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,311
2650,625,0,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,311
2660,625,0,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,311
2670,625,0,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,311
2680,625,0,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,311
2690,625,0,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,311
2700,625,0,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,311
2710,625,0,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,311
2720,625,0,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,311
2730,625,0,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,311
2740,625,0,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,311
2750,625,0,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,311
2760,625,0,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,311
2770,625,0,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,311
2780,625,0,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,311
2790,625,0,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,311
2800,625,0,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,311
2810,625,0,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,311
2820,625,0,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,311
2830,625,0,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,311
2840,625,0,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,311
2850,625,0,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,311
2860,625,0,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,311
2870,625,0,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,311
2880,625,0,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,311
2890,625,0,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,311
2900,625,0,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,311
2910,625,0,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,311
2920,625,0,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,311
2930,625,0,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,311
2940,625,0,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,311
2950,625,0,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,311
2960,625,0,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,311
2970,625,0,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,311
2980,625,0,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,311
2990,625,0,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,311
0,16,0.183494339446125,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,312
10,361,0.13180023434674,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,312
20,602,0.0752971615585016,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,312
30,625,0.0727365904006059,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,312
40,625,0.105925838726162,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,312
50,625,0.130891457415006,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,312
60,625,0.136361362401918,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,312
70,625,0.160033283455794,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,312
80,625,0.204351540352118,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,312
90,625,0.256581955965174,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,312
100,625,0.303786320158655,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,312
110,625,0.356752657699474,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,312
120,625,0.420894857978593,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,312
130,625,0.491039834480525,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,312
140,625,0.569547735650314,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,312
150,625,0.646509091548529,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,312
160,625,0.711948800468385,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,312
170,625,0.760998361851205,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,312
180,625,0.800641427697779,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,312
190,625,0.835003482739083,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,312
200,625,0.863394830652546,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,312
210,625,0.884738410659031,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,312
220,625,0.901209566740725,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,312
230,625,0.913320773255621,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,312
240,625,0.920529536572444,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,312
250,625,0.92752732661534,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,312
260,625,0.932928358717713,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,312
270,625,0.932106941749255,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,312
280,625,0.928338668945157,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,312
290,625,0.92389144482937,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,312
300,625,0.919523202299984,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,312
310,625,0.917021981698159,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,312
320,625,0.916745947448502,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,312
330,625,0.917484042760494,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,312
340,625,0.922657182428234,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,312
350,625,0.929379838009561,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,312
360,625,0.936730616204878,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,312
370,625,0.950444307556846,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,312
380,625,0.96236388715852,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,312
390,625,0.973643319126096,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,312
400,625,0.984993182075872,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,312
410,625,0.991348154420589,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,312
420,625,0.996173285251774,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,312
430,625,0.997295453078187,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,312
440,625,0.998322315042069,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,312
450,625,0.998549134665936,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,312
460,625,0.99864397842471,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,312
470,625,0.99905755350615,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,312
480,625,0.998966100662454,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,312
490,625,0.998711794801229,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,312
500,625,0.998818068885318,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,312
510,625,0.998842689177619,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,312
520,625,0.999151252491946,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,312
530,625,0.999266578135778,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,312
540,625,0.999788385291675,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,312
550,625,0.999951912889293,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,312
560,625,0.999980842911877,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,312
570,625,1,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,312
580,625,1,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,312
590,625,1,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,312
600,625,1,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,312
610,625,1,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,312
620,625,1,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,312
630,625,1,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,312
640,625,1,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,312
650,625,1,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,312
660,625,1,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,312
670,625,1,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,312
680,625,1,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,312
690,625,1,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,312
700,625,1,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,312
710,625,1,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,312
720,625,1,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,312
730,625,1,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,312
740,625,1,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,312
750,625,1,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,312
760,625,1,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,312
770,625,1,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,312
780,625,1,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,312
790,625,1,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,312
800,625,1,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,312
810,625,1,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,312
820,625,1,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,312
830,625,1,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,312
840,625,1,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,312
850,625,1,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,312
860,625,1,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,312
870,625,1,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,312
880,625,1,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,312
890,625,1,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,312
900,625,1,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,312
910,625,1,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,312
920,625,1,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,312
930,625,1,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,312
940,625,1,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,312
950,625,1,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,312
960,625,1,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,312
970,625,1,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,312
980,625,1,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,312
990,625,1,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,312
1000,625,1,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,312
1010,625,1,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,312
